smiles,group,NR-Aromatase
O=C(C)c1c(C)oc(C)c1,training,0.0
O=C(C=O)c1ccccc1,training,0.0
O=C(OC(=O)C)C,training,0.0
Clc1cc(Cl)cc(Cl)c1,training,0.0
C(=C)CCC,training,0.0
OC(CCC(O)(C)C)(C)C,training,0.0
N#CCCCC,training,0.0
O=NN(CCO)CCO,training,0.0
ClCCOCOCCCl,training,0.0
O=C1NN=Cc2c1cccc2,training,0.0
O=C(Nc1c(C)cccc1)C,training,0.0
O(CC1OC1)c1ccccc1,training,0.0
Clc1c(Cl)c(C(=O)C)ccc1Cl,training,0.0
Clc1c(Cl)c(O)ccc1Cl,training,0.0
N(C)c1ccccc1,training,0.0
NC1CCC(CC2CCC(N)CC2)CC1,training,0.0
C(Cc1sccn1)(C)C,training,0.0
Clc1c(OCC(=O)O)ccc(Cl)c1,training,0.0
O=C(CCc1cc(O)c(OC)cc1)c1c(O)cc(O[C@H]2[C@H](O[C@H]3[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O3)[C@@H](O)[C@H](O)[C@@H](CO)O2)cc1O,training,0.0
C(CCCC)CCCC1OC1,training,0.0
O=C(OCCN(C)C)C=C,training,0.0
O=C(OCCCCCCCCCC)C(=C)C,training,0.0
O=C(O)/C(=C/[C@H]1C2=C(C)CC[C@@H]2[C@H](C)CC1)/C,training,0.0
O=CC=CC,training,0.0
N#C/C(=C\C)/C,training,0.0
ClC(=O)c1c(Cl)cccc1Cl,training,0.0
Clc1c(Cl)cc(OCC(=O)OCC(C)C)c(Cl)c1,training,0.0
Clc1c(C(=O)O)c(Cl)ccc1,training,0.0
Clc1c(C(=O)O)cc(Cl)cc1,training,0.0
Clc1c(Cl)ccc(C(=O)O)c1,training,0.0
N#Cc1c(C)cccc1,training,0.0
Clc1cc(C(=O)O)ccc1,training,0.0
S(Cc1ccccc1)Cc1ccccc1,training,0.0
O=[N+]([O-])c1cc2C(=O)OC(=O)c2cc1,training,0.0
ClC(Cl)=CC,training,0.0
O=[N+]([O-])c1c(N)cc(C)cc1,training,0.0
Brc1cc(C)ccc1,training,0.0
O=C(OCC=C)C,training,0.0
ClC([N+](=O)[O-])CC,training,0.0
ClC(=O)c1c([N+](=O)[O-])cccc1,training,0.0
Cc1c2ncccc2ccc1,training,0.0
ClC(CCl)CO,training,0.0
O=[N+]([O-])c1ccc(C(=O)N)cc1,training,0.0
O=[N+]([O-])CCCC,training,0.0
O=C(N)CCCCC(=O)N,training,0.0
O(C(C)(C)C)CC,training,0.0
O=C(OCC=C)COCCC(C)C,training,0.0
BrCC,training,0.0
BrC(C)C,training,0.0
ClC(Cl)=C,training,0.0
C(CC)(C)(C)C,training,0.0
O(C(C)(C)C)C=O,training,0.0
N(C(C)C)c1ccccc1,training,0.0
P(=O)(OCC)(OCC)CC,training,0.0
ClC(CCl)C,training,0.0
BrC(Br)C(Br)Br,training,0.0
O=[N+]([O-])C(C)C,training,0.0
S(=O)(=O)(NCC)c1ccc(C)cc1,training,0.0
[Si](OC)(OC)(OC)CCCNCCC[Si](OC)(OC)OC,training,0.0
Clc1c(C)c(N)ccc1,training,0.0
O=[N+]([O-])c1c(C)ccc(C)c1,training,0.0
N1Cc2c(cccc2)CC1,training,0.0
N(CC)(Cc1ccccc1)c1ccccc1,training,0.0
OC1(C#N)CCCCC1,training,0.0
Brc1c(C)cccc1,training,0.0
Clc1c(N)cc(Cl)cc1,training,0.0
CC1OCCC1,training,0.0
Clc1cc(C(F)(F)F)ccc1,training,0.0
O=[N+]([O-])c1cc(N)ccc1,training,0.0
O=[N+]([O-])c1cc(C)c(N)cc1,training,0.0
S(=O)(=O)(NC(=O)Nc1nc(OC)cc(OC)n1)Cc1c(C(=O)OC)cccc1,training,0.0
C(=C)(C)[C@H]1CC=C(C)CC1,training,0.0
ClC(Cl)(F)C(Cl)(F)F,training,0.0
ClC(CC)C,training,0.0
S1CCSCC1,training,0.0
O=C1OC(=O)C=C1,training,0.0
ClC(Cl)C(Cl)C,training,0.0
O=C(O)c1cc(C(=O)O)ccc1,training,0.0
BrCBr,training,0.0
O=C(N)c1c(N)cccc1,training,0.0
O(CCOCC)CCO,training,0.0
O=C(OCCO)C(=C)C,training,0.0
P(=O)(O)(O)C(P(=O)(O)O)(O)C,training,0.0
N(CCCC)CCCC,training,0.0
O=C(OCCCCCCCC(C)C)C(=C)C,training,0.0
ClSC(Cl)(Cl)Cl,training,0.0
N(CCCC)(CCCC)CCCC,training,0.0
O=C(O)C(C)(C)C,training,0.0
[Si](OCC)(OCC)(OCC)OCC,training,0.0
O=C(OCCCCCCCCCC)c1c(C(=O)OCCCCCCCCCC)cccc1,training,0.0
Clc1c(C)cc(S(=O)(=O)O)c(N)c1,training,0.0
ClC(=O)c1ccccc1,training,0.0
O=[N+]([O-])c1ccc(Oc2ccc([N+](=O)[O-])cc2)cc1,training,0.0
OCC1CCC(CO)CC1,training,0.0
C(=C)(CC(C)(C)C)C,training,0.0
OC(CC(C)C)C,training,0.0
O=C=NCCCC,training,0.0
P(OC)(OC)OC,training,0.0
Oc1c(C(C)(C)C)cccc1C(C)(C)C,training,0.0
OC(C(CO)(C)C)C(C)C,training,0.0
O=C(N)CCCCCCC/C=C\CCCCCCCC,training,0.0
O=C1OCCCCC1,training,0.0
O=C1c2c(cccc2)CCC1,training,0.0
O=C(OC)C(O)C,training,0.0
O=C(OC)C(C)(C)C,training,0.0
O=Cc1ccc(C(C)(C)C)cc1,training,0.0
[Si](OC)(OC)(OC)C,training,0.0
[PH](=O)(O)c1ccccc1,training,0.0
Nc1c(N)cccc1C,training,0.0
C1=CCC2C1CC=CC2,training,0.0
O=C(O)C(CO)(CO)C,training,0.0
O=C(OCC(CCCC)CC)c1ccc(C(=O)OCC(CCCC)CC)cc1,training,0.0
O=C(OC(C)C)CCCCC(=O)OC(C)C,training,0.0
Oc1c(C(CC)(C)C)cc(C(CC)(C)C)cc1-n1nc2c(n1)cccc2,training,0.0
O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,training,0.0
O(c1cc2C(=O)OC(=O)c2cc1)c1ccc(C(C)(C)c2ccc(Oc3cc4C(=O)OC(=O)c4cc3)cc2)cc1,training,0.0
O=C(OC)CC(C=C)(C)C,training,0.0
C(CCC)(C)C,training,0.0
OCCN1CCN(CCO)CC1,training,0.0
C(C)c1ccc(C)cc1,training,0.0
Nc1ncc(C)cc1,training,0.0
O=C(c1cc2C(=O)OC(=O)c2cc1)c1cc2C(=O)OC(=O)c2cc1,training,0.0
OC(C)(C)c1ccc(C(O)(C)C)cc1,training,0.0
O=C(OC)C1CCC(C(=O)OC)CC1,training,0.0
Brc1c(C)cc(OC)cc1,training,0.0
[S-]C#N,training,0.0
NCCCCCCCC(CCC)CC,training,0.0
ON=C1CCCC1,training,0.0
O1C2C1C1C3C(C4OC4C3)C2C1,training,0.0
O=S1(=O)OCCO1,training,0.0
O=[SH0]1OCCO1,training,0.0
Nc1nc(N)nc(N)n1,training,0.0
OC(C)c1ccccc1,training,0.0
S(=O)(=O)(O)c1c(N)ccc2c1cccc2,training,0.0
O=[N+]([O-])c1cc2c(nccc2)cc1,training,0.0
Oc1c(N=Nc2ccccc2)c2c(cc1)cccc2,training,0.0
O=C(N)c1c(C(=O)N)cccc1,training,0.0
O=S1([O-])=NC(=O)c2c1cccc2,training,0.0
Clc1c(O)cc(O)c(Cl)c1,training,0.0
O=C(O)C(CC(=O)O)(C)C,training,0.0
O=C(O)C(CCC(=O)O)(C)C,training,0.0
N#CCCCCCC,training,0.0
N#CCC(C)C,training,0.0
O=C(O)C(CCC(=O)O)C,training,0.0
O=C(C(CC)C)C,training,0.0
O=C(O)CCCCCCC(=O)O,training,0.0
O=C(O)C(=O)CCC,training,0.0
O=C(O)CC(=O)O,training,0.0
ClC(Cl)(Cl)C(=O)N,training,0.0
O=C(O)CCCCCCCCCCCC,training,0.0
O=CCCCCCCCCCC,training,0.0
O=C1C=C2C(=C3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)C=C3)CC2)CC1,training,0.0
C(C)n1c[n+](C)cc1,training,0.0
C(C)(C)(c1ccccc1)c1ccccc1,training,0.0
Clc1c(O)c(Cl)cc(C(C)(C)c2cc(Cl)c(O)c(Cl)c2)c1,training,0.0
Oc1ccc(C2(c3ccc(O)cc3)C3C4C(C(C2)C3)CCC4)cc1,training,1.0
Clc1cc(C(=O)c2ccccc2)c(O)cc1,training,1.0
O=C(C=Cc1occc1)C,training,0.0
ClCc1ccc([N+](=O)[O-])cc1,training,0.0
[P+](CC(C)C)(CC(C)C)(CC(C)C)C,training,0.0
[P+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)CCCCCCCC,training,1.0
C(CC)Cn1c(C)[n+](C)cc1,training,0.0
C(CCCCC)CCCCn1c[n+](C)cc1,training,1.0
C(=C)Cn1c[n+](C)cc1,training,0.0
C(n1c[n+](C)cc1)c1ccccc1,training,0.0
C(CC)C[n+]1ccccc1,training,0.0
C(CC)C[N+]1(C)CCCC1,training,0.0
O=C(CCC(=O)C)C,training,0.0
BrCCC,training,0.0
Fc1c(N)ccc(F)c1,training,0.0
O=C(N)c1ccccc1,training,0.0
O=[N+]([O-])CCO,training,0.0
Clc1c(Cl)cc(Cl)cc1O,training,0.0
C(C)[N+]1(C)CCCC1,training,0.0
O(C(OC)(C)C)C,training,0.0
ClC(=O)c1cc(Cl)cc(Cl)c1,training,0.0
BrC(CC)C,training,0.0
N#CCCC#N,training,0.0
O=C(C=C)CC,training,0.0
ClC(=O)/C=C/C(Cl)=O,training,0.0
ClC(CCl)=C,training,0.0
ClC(=CCl)CSC(=O)N(C(C)C)C(C)C,training,1.0
ClC(=O)CCl,training,0.0
O=C(OCC)CC(=O)C,training,0.0
ClC(=O)C(C)(C)C,training,0.0
[SH0](=O)(O)C(=N)N,training,0.0
O=C(O)C=Cc1cc(O)c(O)cc1,training,0.0
O=C(Oc1cc(C)c(N(C)C)c(C)c1)NC,training,0.0
ClC(C(=O)O)C,training,0.0
C(=C)CCCCCC,training,0.0
O(CCOCC)CC,training,0.0
BrCC(=O)O,training,0.0
Cc1c(C)cccc1,training,0.0
[N+](C)(C)(C)C,training,0.0
O=C1OC(=O)C2C1CCCC2,training,0.0
[Si](OC(=O)C)(OC(=O)C)(OC(=O)C)C,training,0.0
O=C(OCCCCCCCCCCCCC)C(=C)C,training,0.0
O=C(NN)c1cnccc1,training,0.0
ClC(C(Cl)C)C,training,0.0
Cc1c2c(cc(C)cc2)ccc1,training,0.0
Clc1c(Cl)cc(Cl)cc1Cl,training,0.0
Clc1c(Cl)ccc(O)c1,training,0.0
O=C(CC)CC,training,0.0
Clc1c(C)cc(N)c(S(=O)(=O)O)c1,training,0.0
FC(F)(F)c1cc(N=C=O)ccc1,training,1.0
O(CC(O)C)CCCC,training,0.0
N(CCN(C)C)(CCN(C)C)C,training,0.0
O=[N+]([O-])c1c2ncccc2ccc1,training,0.0
C(=C)(C)c1cc(C(=C)C)ccc1,training,0.0
O=C(OCc1ccccc1)Cc1ccccc1,training,0.0
O(C)c1c(OC)ccc2[C@@H]([C@@H]3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,training,0.0
Fc1c([N+](=O)[O-])ccc(F)c1,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H](O)CC4)CC3)CC2)CC1,training,0.0
O=C(OCC(O)C)C(=C)C,training,0.0
N(C)C,training,0.0
O=C1N(CCO)CCN1,training,0.0
SC[C@H](N)C(=O)O,training,0.0
[P+](CCCC)(CCCC)(CCCC)CCCC,training,0.0
OCCN(CCCC)CCCC,training,0.0
O=[N+]([O-])CCCCCC,training,0.0
BrC(CBr)CO,training,0.0
O=C(OCCCCCC)C,training,0.0
N=C(Nc1c(C)cccc1)Nc1c(C)cccc1,training,0.0
O(C(OC)C)C,training,0.0
ClS(=O)(=O)CCCCCCCC,training,0.0
S(=O)(=O)([O-])c1cc(C(=O)O)cc(C(=O)O)c1,training,0.0
O=C(Nc1ccc(N)cc1)c1ccc(N)cc1,training,0.0
C(=C)CCCC,training,0.0
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training,0.0
S(Sc1ccccc1)c1ccccc1,training,0.0
O=C(OC)CC,training,0.0
ClCN1C(=O)c2c(C1=O)cccc2,training,0.0
O=C(N(CC)CC)C,training,0.0
Nc1cc(N)ccc1,training,0.0
NCC(CCCC)CC,training,0.0
O1CCC1,training,0.0
O=C(O)C(CC)(C)C,training,0.0
Clc1c(C=O)c(Cl)ccc1,training,0.0
O=NN(CC)C,training,0.0
O=C(OCCCCCCC(C)C)c1c(C(=O)OCCCCCCC(C)C)cccc1,training,0.0
O=[N+]([O-])c1c(O)c([N+](=O)[O-])cc(C)c1,training,0.0
Clc1c(C(F)(F)F)cccc1,training,0.0
OCC(CCC)C,training,0.0
O=C(Nc1ccc(N)cc1)C,training,0.0
Clc1c(C(=O)O)ccc(Cl)c1,training,0.0
FC(F)(F)c1cc([N+](=O)[O-])ccc1,training,0.0
Clc1c(Cl)cc(OC(C(=O)O)C)c(Cl)c1,training,0.0
O=C(OCCN(CC)CC)C(=C)C,training,0.0
O=C(OCC)/C=C/C(=O)OCC,training,0.0
NCc1cc(CN)ccc1,training,0.0
S=C(N)C(=S)N,training,0.0
O=C(OCC)OCC,training,0.0
ClC=CCl,training,0.0
O=[N+]([O-])c1cc(C)cc(C)c1,training,0.0
C(CCC)CC,training,0.0
ClC(=O)C(Cl)Cl,training,0.0
[Si](OC)(OC)(OC)OC,training,0.0
O(C(COCCCC)C)CC(O)C,training,0.0
O(C(CO)C)c1ccccc1,training,0.0
O=C1NCCN1,training,0.0
N(CC(CCCC)CC)CC(CCCC)CC,training,0.0
O=C(N(c1ccccc1)c1ccccc1)NC,training,0.0
O(CCCCCCCCCCCC)CC1OC1,training,0.0
BrCCl,training,0.0
Clc1c([N+](=O)[O-])cccc1,training,0.0
N(C(C)C)(C)C,training,0.0
O=C(NC)NC,training,0.0
C(=CC(C)(C)C)(C)C,training,0.0
Clc1c(N)cccc1,training,0.0
Clc1cc2[nH]c(C)nc2cc1,training,0.0
OC(C#N)c1ccccc1,training,0.0
O=[N+]([O-])c1c(C(=O)N)cccc1,training,0.0
Clc1cc([N+](=O)[O-])c(N)cc1,training,0.0
O=C(OCC)C(=C)C,training,0.0
SCCCC,training,0.0
O(C(COCCC)C)CC(O)C,training,0.0
O(C)c1cc(N)ccc1,training,0.0
ClCc1c([N+](=O)[O-])cccc1,training,0.0
O=[N+]([O-])C,training,0.0
Clc1c2c(ccc1)cccc2,training,0.0
ClCC=C,training,0.0
O=C(O)C(=C)C,training,0.0
O=C(O)CCC1CC(CC)CC1,training,0.0
O=C(OC(=O)c1ccccc1)c1ccccc1,training,0.0
O=C(Nc1ccc(C)cc1)N,training,0.0
O=C/C=C/C=C/C,training,0.0
O=[N+]([O-])c1c(C)cc(C(=O)O)cc1,training,0.0
ClCc1cc([N+](=O)[O-])ccc1,training,0.0
O(O)C(C)(C)C,training,0.0
Cc1cc2c(cc1)cccc2,training,0.0
ClCOCCl,training,0.0
ClC(=O)OC,training,0.0
O=C(OCCOCCOCC)C,training,0.0
OCC(N)(CO)CC,training,0.0
Brc1ccccc1,training,0.0
O=[N+]([O-])c1c(C(=O)O)cccc1C,training,0.0
S(=O)(=O)(OC(C)C)C,training,0.0
O=C1N(CO)C(=O)c2c1cccc2,training,0.0
N#CCCCCCCCCC,training,0.0
O=C(OC)CCCCCCC/C=C\C[C@H](O)CCCCCC,training,0.0
O=C1OC(c2ccc(N(C)C)cc2)(c2ccc(N(C)C)cc2)c2c1cc(N(C)C)cc2,training,0.0
O=C1[C@H](C)[C@@H]2[C@](C(C)C)(C1)C2,training,0.0
O=C(N(C)C)CCCC,training,0.0
C(=C)C1OC1,training,0.0
SC(C)(C)C,training,0.0
Clc1c(C)ccc([N+](=O)[O-])c1,training,0.0
CC1CNCCC1,training,0.0
O=C(OC)NN,training,0.0
Nc1ncccc1,training,0.0
O=C(OCC(CC)C)C,training,0.0
O(CC1OC1)c1c(C)cccc1,training,0.0
O=[N+]([O-])NC(=N)N,training,0.0
O=C(Nc1cc(C)ccc1)C,training,0.0
O=C(OCC)C(O)C,training,0.0
O=C(c1c(O)c(O)c(O)cc1)c1ccc(O)cc1,training,0.0
S(NC(C)(C)C)c1sc2c(n1)cccc2,training,1.0
O=C(O)Cc1nc(N)sc1,training,0.0
O(Cc1ccccc1)Cc1ccccc1,training,0.0
FC(F)(F)CO,training,0.0
Clc1c(Cl)cccc1O,training,0.0
Clc1c(O)c(Cl)c(Cl)cc1Cl,training,1.0
ClCCSCC,training,0.0
O(C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
O=C(O)c1c(C(=O)O)cccc1,training,0.0
O=Nc1c(C)cccc1,training,0.0
O=CN(CC)CC,training,0.0
o1cccc1,training,0.0
O=C1NC(=O)CC(=O)N1,training,0.0
Clc1c(OCC(=O)OCC(CCCC)CC)ccc(Cl)c1,training,0.0
S(CC)CC,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)CO1)C1C(C)(C)[C@H]2[C@@]3([C@]4(C([C@@]5(C)[C@@](C)(C6[C@H](C)CC7(OC(O)C8(C)OC78)OC6C5)CC4)=CC2)C3)CC1,training,0.0
O=[N+]([O-])c1c(O)ccc(C)c1,training,0.0
O=C(O)C(CCC)C,training,0.0
O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,training,0.0
Clc1c(Cl)cc([N+](=O)[O-])c(Cl)c1,training,0.0
O=C(OC)CC#N,training,0.0
Oc1nnc(O)c2c1c(N)ccc2,training,0.0
O=C(O[C@H]1[C@H](O[C@H]2[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O2)[C@@H](O)[C@H](OCCc2cc(O)c(O)cc2)O[C@@H]1CO[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)/C=C/c1cc(O)c(O)cc1,training,0.0
N#Cc1ccc(C)cc1,training,0.0
Brc1cc(C=O)ccc1,training,0.0
ClCC(C)(C)c1ccccc1,training,0.0
O=C(NN)N,training,0.0
S(SCCC(=O)O)CCC(=O)O,training,0.0
Clc1c(OC)cc(Cl)cc1,training,0.0
O=[N+]([O-])c1c2c(c([N+](=O)[O-])ccc2)ccc1,training,0.0
FC(F)(F)c1ccccc1,training,0.0
O(C(OC)(OC)C)C,training,0.0
S(=O)(=O)(O)c1c(N)cccc1,training,0.0
ClCC#N,training,0.0
Brc1ccc(C)cc1,training,0.0
O1CCOCC1,training,0.0
S(c1ccc(O)cc1)c1ccc(O)cc1,training,0.0
O=[N+]([O-])c1c(CC#N)cccc1,training,0.0
OCC#C,training,0.0
O=C(O)c1c(C(=O)O)cccc1C(=O)O,training,0.0
Clc1cc2c(cc1)cccc2,training,0.0
O=CC=C,training,0.0
O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,training,0.0
O=C(OC)c1ccc(C(=O)O)cc1,training,0.0
N#C/C(/N)=C(/N)\C#N,training,0.0
O=[N+]([O-])c1c(N)cc(N)cc1,training,0.0
S(=O)(=O)([O-])CC[N+]C,training,0.0
O(CC)c1cc(N)ccc1,training,0.0
ClCC(O)C,training,0.0
O=C(OC)C=C,training,0.0
O=C(OC(=O)C(C)C)C(C)C,training,0.0
Oc1cc(NCC)c(C)cc1,training,0.0
Oc1ccc(Cc2ccccc2)cc1,training,0.0
Clc1cc(C(=O)OC)ccc1,training,0.0
C1=CCCC=CCC1,training,0.0
S(=O)(=O)(O)c1c(O)c(C(=O)O)cc(N)c1,training,0.0
O=[N+]([O-])c1c(C(=O)O)cccc1,training,0.0
OC(C#CC(O)(C)C)(C)C,training,0.0
Nc1c(C)ccc(C)c1,training,0.0
[N+](CCCCCCCC)(CCCCCCCC)(CCCCCCCC)CCCCCCCC,training,1.0
O=C(OC(=O)CC)CC,training,0.0
O=C(O)CCCCCCCCCC,training,0.0
O(C)C1=CC(=O)OC(CCc2ccccc2)C1,training,0.0
BrCCO,training,0.0
O(CCCC)CCCC,training,0.0
O=C(OCCCCCCCCC)c1c(C(=O)OCCCCCCCCC)cccc1,training,0.0
C(CCCCCCC)CCCCCCC1OC1,training,0.0
O[C@@H]1[C@@H](C(C)C)CC[C@H](C)C1,training,0.0
S(=O)(=O)(O)c1cc(N)c(O)cc1,training,0.0
Clc1cc(N)c(O)cc1,training,0.0
Cc1nc[nH]c1,training,0.0
O=C(OCC)C(O)CC(=O)OCC,training,0.0
O=C(OCCCC)C,training,0.0
ClCC(=O)OCC,training,0.0
Fc1ccccc1,training,0.0
O([C@H]([C@@H](OC(=O)/C=C/c1cc(O)c(O)cc1)C(=O)O)C(=O)O)C(=O)/C=C/c1cc(O)c(O)cc1,training,0.0
O[C@@H](C(O)[C@@H](O)CO)CO,training,0.0
c12c3c4ccc1cccc2Cc3ccc4,training,0.0
O=CC1CC=CCC1,training,0.0
O=C=NC,training,0.0
S(=O)(=O)([O-])CCCCCCCC,training,0.0
O=[N+]([O-])c1c(C)ccc(C(=O)O)c1,training,0.0
ClC(Cl)(Cl)C(Cl)=O,training,0.0
O=CCC,training,0.0
ClC(=O)OCc1ccccc1,training,0.0
[N+](CCC(c1ncccc1)c1ccccc1)(C)C,training,0.0
O=C1OCCO1,training,0.0
O=C/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,training,1.0
CC1(C)Nc2c(C(C)=C1)cccc2,training,0.0
O(C)c1ccc(C)cc1,training,0.0
O=C(O)c1oc(CO)cc1,training,0.0
O=C(OC(=O)CCC)CCC,training,0.0
C1CCCCC1,training,0.0
ClCc1c(Cl)cccc1,training,0.0
ClC(Cl)C(=O)C,training,0.0
O=C(O)c1ccc(C)cc1,training,0.0
OC(CC)C,training,0.0
ClC(=O)c1cc([N+](=O)[O-])ccc1,training,0.0
S(=O)(=O)([O-])CO,training,0.0
N(CCCC)CC,training,0.0
O=C(C=C(C)C)C=C(C)C,training,0.0
P(=O)(Oc1cc(C)cc(C)c1)(Oc1cc(C)cc(C)c1)Oc1cc(C)cc(C)c1,training,0.0
P(=O)(OC)(OC)[O-],training,0.0
BrC(=C(Br)CO)CO,training,0.0
C(C)N1CCOCC1,training,0.0
O([C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1,training,0.0
OCCCCC,training,0.0
O=C(CC(C)C)C,training,0.0
ClC(Cl)(Cl)CCl,training,0.0
O(C)c1cc2c([C@H](O)[C@@H]3N4C[C@H](C=C)C(C3)CC4)ccnc2cc1,training,0.0
ClC(Cl)(C(=O)O)C,training,0.0
Cc1ccc(C)cc1,training,0.0
O=C(OC(C)(C)C)C=C,training,0.0
Nc1c(C)cc(C)c(C)c1,training,0.0
O=C(CCC)CC,training,0.0
Oc1c2c(O)cccc2c(O)cc1,training,0.0
N#Cc1ccc(-c2ccc(CCCCCC)cc2)cc1,training,0.0
N#CCCC=C,training,0.0
OCC(CO)(CO)C,training,0.0
C(CC(C)C)(C)(C)C,training,0.0
O=C(OCC=C)c1c(N)cccc1,training,0.0
SCC(=O)OC,training,0.0
O=C(Nc1ccc(OC)cc1)C,training,0.0
NC(C)(C)C1CCC(N)(C)CC1,training,0.0
[SH0](=O)([O-])CO,training,0.0
N#CCC,training,0.0
O=C(O)/C=C(\C=C\C1(O)C(C)=CC(=O)CC1(C)C)/C,training,0.0
ClCCCCl,training,0.0
C(=C)C1C2C=CC(C1)C2,training,0.0
O=C(OC(C)C)Cc1ccccc1,training,0.0
Nc1noc(C)c1,training,0.0
O1C2C1CCCC2,training,0.0
O(C(CC)(C)C)C,training,0.0
C(=C/C)\CC=C,training,0.0
FC(F)(F)Oc1ccc(C(O)(C(C)C)c2cncnc2)cc1,training,0.0
NC(CC(C)C)C,training,0.0
O=C(c1c(O)cccc1)c1c(O)cccc1,training,1.0
O=C(OCCCC)c1c(N)cccc1,training,0.0
OC(C(C)(C)C)CC,training,0.0
N1CCCCC1,training,0.0
N(CCCNCCCN)(C)C,training,0.0
O=C1OC(=O)CC1,training,0.0
ClCCC(=O)O,training,0.0
O(C(CC)C)C(CC)C,training,0.0
Clc1c(Cl)cccc1C(=O)O,training,0.0
ClC(Cl)(Cl)F,training,0.0
S=C=NCc1ccccc1,training,0.0
O=C(/C=C/C1C(C)=CCCC1(C)C)CC,training,0.0
O=C1C(C)=CC(=O)CC1(C)C,training,0.0
N(NC)C,training,0.0
ClC(Cl)=C(Cl)Cl,training,0.0
O=C(O)CCCCCCCCCCCCCC,training,0.0
OCCN(CCO)C,training,0.0
ClCCOc1c(S(=O)(=O)NC(=O)Nc2nc(OC)nc(C)n2)cccc1,training,0.0
ClCC(OC(CCl)C)C,training,0.0
FC(F)(F)c1c([N+](=O)[O-])ccc(NC(=O)C(O)(C)C)c1,training,0.0
O=C1[C@@]2(C)[C@@H](C(=O)O1)[C@H]1C=C[C@@H]2C1,training,0.0
O=C1O/C(=C/CC)/c2c1cccc2,training,0.0
O=C(O)C(C)C,training,0.0
ClCCCN(C)C,training,0.0
C(CCC)CCC,training,0.0
OCC(C)C,training,0.0
O=C(O)C(=O)CC(=O)O,training,0.0
O=C1C(/C(=C/C(CC(CC(C)C)C)C)/C)CC(=O)O1,training,0.0
Clc1c(C=O)ccc(Cl)c1,training,0.0
O=C(C(=O)C)C,training,0.0
O=C(C)c1ccc(C(=O)C)cc1,training,0.0
O([C@H]([C@@H](OC(=O)c1ccccc1)C(=O)O)C(=O)O)C(=O)c1ccccc1,training,0.0
O=[N+]([O-])c1c(OC)ccc(C)c1,training,0.0
ClC(SCC)=O,training,0.0
O(C)c1c(N)ccc(OC)c1,training,0.0
O=C1N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)N=CC(N)=N1,training,0.0
Nc1c2c(ccc1)cccc2,training,0.0
O=C(OC)CCCC(=O)OC,training,0.0
Clc1c(OCC(=O)OCCCC)ccc(Cl)c1,training,0.0
O=[N+]([O-])c1cc(C(=O)O)ccc1,training,0.0
O=C(CCc1ccccc1)C,training,0.0
ClC=1C(=O)N(C(C)(C)C)C(=O)NC=1C,training,0.0
S(=O)(=O)([O-])c1cc2c(cc(O)cc2)cc1,training,0.0
O=C(O)[C@@H](N)Cc1c2c([nH]c1)cccc2,training,0.0
Clc1c(C)cccc1,training,0.0
O=C1OC(C)C1,training,0.0
ClCCOP(=O)(OCCCl)OCCCl,training,0.0
O=NN(CC)CC,training,0.0
Nc1c(C)cccc1,training,0.0
O=C(OCCC(C)C)C,training,0.0
O=[N+]([O-])c1ccc(C(=O)O)cc1,training,0.0
O=CN(C)C,training,0.0
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,training,0.0
Clc1ccc(S(=O)(=O)Oc2ccc(Cl)cc2)cc1,training,0.0
FC(F)(F)c1c([N+](=O)[O-])cccc1,training,0.0
Nc1cc(C)ccc1,training,0.0
ClC(=O)C(CCCC)CC,training,0.0
O=C(OCCOCCOCCOC(=O)C)C,training,0.0
O=C(O)C(C(C(=O)O)CC(=O)O)CC(=O)O,training,0.0
Oc1c(C)cccc1C,training,0.0
Oc1c(C)ccc(C)c1,training,0.0
O=C(Nc1c(OC)cccc1)CC(=O)C,training,0.0
O=C(N(C)C)C(c1ccccc1)c1ccccc1,training,0.0
Clc1cc(C)c(N)cc1,training,0.0
OCC#CCO,training,0.0
O=C/C=C/CCC,training,0.0
O(CCO)CCN,training,0.0
