smiles,group,BBB
O=C1C(NCC)(c2sccc2)CCCC1,training,1.0
O=C(OC1(C#C)C2(CC)[C@@H]([C@H]3[C@H]([C@@H]4C(=CC(=[N+][O-])CC4)CC3)CC2)CC1)C,training,0.0
Clc1cc2N(CCCN3CCC(C(=O)N)(N4CCCCC4)CC3)c3c(cccc3)CCc2cc1,training,1.0
O=C(NC1C(=O)N2C(C(=O)O)=C(OC)CSC12)C(N)C1C=CCC=C1,training,0.0
O=C1[C@H](CC)[C@H](Cc2n(C)cnc2)CO1,training,0.0
O=C(NC(=O)/C(=C\C)/CC)N,training,1.0
O=C1NC(N)=Nc2n([C@H]3C(=C)[C@@H](CO)[C@@H](O)C3)cnc12,training,0.0
N(=C(N)N)c1scc(-c2cc(N)ccc2)n1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3c4n(N=CC=C4)cc3)CS[C@H]12)/C(=N\OC)/c1nc(N)sn1,training,0.0
O=C(/C=C/N1CC=CC1)c1cc(OC)c(OC)c(OC)c1,training,1.0
O=C1C(O)=C(CC)N(CCO)C=C1,training,0.0
O=C(OC)[C@@H]1[C@@H](OC)[C@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)C[C@H]2[C@@H]1C[C@H]1N(C2)CCc2c3c([nH]c12)cc(OC)cc3,training,1.0
Fc1ccc(C(=O)CCCN2CCC(C(=O)N3CCCC3)(c3cc(C)ccc3)CC2)cc1,training,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)Cc1ccc(C2=NCCCN2)cc1,training,0.0
S(=O)(=O)(/N=C/1\N=CC(OCCOC)=CN\1)c1ccccc1,training,0.0
O=C([C@@H](N)C12CC3(O)C[C@H](C1)C[C@H](C3)C2)N1[C@@H](C#N)C[C@@H]2[C@H]1C2,training,0.0
Fc1c(C(n2cncc2)(c2ccc(F)cc2)c2ccccc2)cccc1,training,0.0
Clc1cc2C(c3c(F)cccc3)=NCc3n(c(CO)nc3)-c2cc1,training,1.0
O=C(OC(COCCCC)CN1C(=O)C(CC)(c2ccccc2)C(=O)NC1=O)N,training,1.0
C(C)(C)(C)N1CCC(c2ccccc2)(c2ccccc2)CC1,training,1.0
O[C@H](C(C[C@H](N(C)C)C)(c1ccccc1)c1ccccc1)CC,training,1.0
O=C(O)[C@@H](N)Cc1c2c([nH]c1)cccc2,training,1.0
O=C1N(CCN(C)C)c2c(SC(c3ccccc3)C1)cccc2,training,1.0
O(C)[C@H]1[C@H](O)CC[C@@H](/C=C(\C)/[C@@H]2[C@H](C)[C@@H](O)CC(=O)[C@H](CC=C)/C=C(/C)\C[C@H](C)C[C@H](OC)[C@@H]3[C@@H](OC)C[C@@H](C)[C@](O)(C(=O)C(=O)N4[C@H](C(=O)O2)CCCC4)O3)C1,training,0.0
Clc1cc(C(=O)c2ccccc2)c(N(C(=O)CNCC(=C)C)C)cc1,training,1.0
Fc1cc2N(C)C(CNC(=O)c3cocc3)CN=C(c3ccccc3)c2cc1,training,1.0
S=C(NC1CCCCC1)N1CCC(c2nc[nH]c2)CC1,training,1.0
Fc1c(N2c3c(C(=O)C(C(=O)O)=C2)cc(F)c(N2CC(C)NCC2)c3)ccc(F)c1,training,0.0
O(C)[C@@H]1[C@@H]2Oc3c(O)ccc4c3[C@@]32[C@H]([C@H](N(C)CC3)C4)CC1,training,1.0
O=C(Nc1cc(O)ccc1)C,training,1.0
O=C(N1CCOCC1)c1cnccc1,training,1.0
[N+]([C-](Nc1cc(CC)ccc1)C)c1cc(CC)ccc1,training,1.0
Clc1cc2c(C(C)n3cncc3)noc2cc1,training,1.0
Clc1ccc(N2C(N)=NC(=[N+])NC2(C)C)cc1,training,0.0
O=C(N1C(=O)C(CC)(c2ccccc2)C(=O)NC1=O)c1ccccc1,training,1.0
ClC(Cl)(Cl)C1OCC(CO)(CO)CO1,training,1.0
O(CC(NN)C)c1ccccc1,training,1.0
ClCCOC1=CC=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)COC(=O)C)OC(C)(C)O[C@@H]5CC4C3CC=2C=O)CC1,training,1.0
O=C(N)c1nn(-c2ccc(OC)cc2)c2C(=O)N(c3ccc(N4C(=O)CCCC4)cc3)CCc12,training,0.0
O(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,1.0
O=C1NC(N)=Nc2n(CC[C@@H](O)CO)cnc12,training,1.0
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,training,0.0
N(=Nc1ccccc1)c1c(N)nc(N)cc1,training,0.0
O=C1N(CCN(C)C)c2c(N(C)c3c1cccc3)cccc2,training,1.0
Clc1ccc(C2CN(CC(=O)N3CC(=O)NCC3)C(=O)C2)cc1,training,1.0
S(=O)(=O)(/N=C/1\N=CC=C(C)N\1)c1ccc(N)cc1,training,0.0
O=C(N[C@H]1[C@H](C)N(OCC(=O)OCC(=O)OC(C)(C)C)C1=O)/C(=N\OC)/c1nc(N)sc1,training,0.0
O=C(O)c1c(O)ccc(N=Nc2cc(C(=O)O)c(O)cc2)c1,training,0.0
O=S1(=O)N(C(=O)c2c1cccc2)C1C(=O)NCCC1,training,1.0
O=C(N)C(C(CC)C)CC,training,1.0
Clc1c(/C(=N/OCc2c(Cl)cc(Cl)cc2)/Cn2cncc2)ccc(Cl)c1,training,0.0
Clc1c(/C(=N\OCc2c(Cl)cc(Cl)cc2)/Cn2cncc2)ccc(Cl)c1,training,0.0
O(C)c1c2OC3C4(OC)C(C(O)(CC)C)CC5(C63c2c(cc1)CC5N(CC1CC1)CC6)C=C4,training,1.0
S(=O)(=O)(NC)c1c(N)cc(OC)c(C(=O)NCC2N(CC=C)CCC2)c1,training,1.0
O=C(O[C@@]1(C(=O)COC(=O)C)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)CC2)CC1)CCC,training,1.0
O=C(NN)c1ccncc1,training,0.0
S(=O)(=O)(C)c1ccc(CC(=O)N2[C@@H](CN3C[C@@H](O)CC3)CN(C(=O)C)CC2)cc1,training,0.0
O=C1OC[C@]2(C)[C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C)CC4)CC3)CC[C@H]2C1,training,0.0
N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,training,1.0
O(CCCCNC)c1c(Cc2ccccc2)cccc1,training,1.0
Brc1c(CSCCN/C(=N/C#N)/NCC)nccc1,training,0.0
O=C(Oc1ccc(NC(=O)C)cc1)CN(CC)CC,training,1.0
O(C(c1ccccc1)c1ccccc1)CCN(C/C=C/c1ccccc1)C,training,1.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/C)\C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c3nc(N(CC)CC)sc23)O/C=C\[C@H](OC)[C@H]1C)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(\C)/C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c3nc(N(CC)CC)sc23)O/C=C/[C@H](OC)[C@H]1C)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C=C(/C)\C(=O)Nc2c(O)c3c(O)c(C)c4O[C@@](C)(C(=O)c4c3c3nc(N(CC)CC)sc23)O/C=C\[C@H](OC)[C@H]1C)C,training,0.0
O=C(Nc1ccc(OC(C)(C)C)cc1)C,training,1.0
O=C(OCOC)[C@H]1C(C)(C)S[C@@H]2[C@H](N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N12,training,0.0
O=S1(=O)c2c(N(CC(CN(C)C)C)c3c1cccc3)cccc2,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1,training,1.0
Clc1cc2C(=C3CCN(C)CC3)c3c(Oc2cc1)cccc3,training,1.0
P(=O)(Oc1c2c(CCN(C)C)c[nH]c2ccc1)(O)O,training,1.0
ClC(Cl)(Cl)C(OC(CC(O)(C)C)C)O,training,1.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](O)(C(=O)CO)[C@H](C)C[C@H]3C1CC(F)(F)C=1[C@]2(C)C=CC(=O)C=1,training,1.0
O(C(c1c(C)cccc1)c1ccccc1)CCN(C)C,training,1.0
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2,training,1.0
Clc1c(COC(Cn2cncc2)c2c(Cl)cc(Cl)cc2)ccs1,training,0.0
OC(C#C)(CC)C,training,1.0
O=C(O)[C@@H](N)[C@@H](O)c1cc(O)c(O)cc1,training,1.0
S(=O)(=O)(NC(=O)COCCCCN(C(C)C)c1nc(c(-c2ccccc2)nc1)-c1ccccc1)C,training,0.0
O(C=C)C=C,training,1.0
FC(F)(F)C(F)(F)C(F)(F)F,training,0.0
O[C@@H]1C/C(=C\C=C/2\[C@H]3[C@@](C)([C@@H]([C@@H](CCCC(C)C)C)CC3)CCC\2)/C(=C)CC1,training,0.0
[O-][N+](CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,training,1.0
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,training,0.0
O=C1Nc2c(O)ccc([C@@H](O)CNC3Cc4c(cc(CC)c(CC)c4)C3)c2C=C1,training,0.0
Clc1cc2/C(=C\CCN3CCN(CCO)CC3)/c3c(cccc3)COc2cc1,training,1.0
Cl[C@@H]1C=2[C@@](C)(C3C(=O)C[C@]4(C)[C@@](O)(C(=O)COC(=O)C)CCC4C3C1)C=CC(=O)C=2,training,1.0
O=Cc1c([O-])c(C)[n+]cc1CO,training,0.0
O=C1C(/C(=C\CC)/C)(CC)C(=O)NC(=O)N1,training,1.0
O=C1C(/C(=C/CC)/C)(CC)C(=O)NC(=O)N1,training,1.0
Fc1c(C2(Cn3ncnc3)OC[C@H](COc3ccc(N4CCN(c5ccc(N6C(=O)N([C@H]([C@H](O)C)CC)N=C6)cc5)CC4)cc3)C2)ccc(F)c1,training,0.0
S=C1N(CC=C)C(=O)C(CC(C)C)N1,training,1.0
Fc1ccc(C(=O)C2CCN(CCC=3C(=O)N4C(SCC4)=NC=3C)CC2)cc1,training,1.0
O=C(OCC(=O)[C@]1(O)[C@]2(C)C(C3C([C@@H](O)C2)[C@]2(C)C(=CC(=O)C=C2)CC3)CC1)COC(=O)CCCCCCCCCCCCCCCCC,training,1.0
O(C)c1c2OC3[C@@H](O)CCC4[C@]53c2c(cc1)CC4N(C)CC5,training,1.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CC(O)CO)c2cc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)(C3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](NC(=O)c1ccccc1)c1ccccc1,training,0.0
Clc1c(C(=O)c2c(N(C(=O)CNC(=O)CN)C)ccc(Cl)c2)cccc1,training,1.0
O=C(CN1[C@H]2[C@H]3[C@](c4c(ccc(O)c4)C2)(CC1)CCCC3)c1ccccc1,training,1.0
O(C)[C@H]1[C@@H](OC)[C@@H](O[C@H]2C[C@@H]3C(C)=C[C@H]4[C@@H]([C@@H]3C2)C=C2C(=O)[C@@H](C)[C@@H](O[C@H]3O[C@@H](C)[C@@H](N(C)C)CC3)CCC[C@@H](CC)OC(=O)C[C@@H]42)O[C@@H](C)[C@H]1OC,training,0.0
O=C(O)C(C)c1cc(Oc2ccccc2)ccc1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(OC)CS[C@H]12)[C@H](N)C1=CCC=CC1,training,0.0
S(CCNC1=NCC(Cc2cnc(C)cc2)=CN1)Cc1oc(CN(C)C)cc1,training,0.0
O=C(NCCN(CC)CC)c1ccc(N)cc1,training,0.0
N(Cc1ccccc1)(CC1=NCCN1)c1ccccc1,training,0.0
Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,training,1.0
ClC(Cl)C(F)(F)OC,training,1.0
FC(F)(F)c1ccc(CC(=O)N2[C@H](CN3CCCC3)CCCC2)cc1,training,1.0
C(Cc1n2c(nn1)CCCC2)N1CCN(c2c(C)cccc2)CC1,training,0.0
O=C(NC1C[C@@H]2N(C)[C@H](C1)CC2)C=1C(=O)c2c(N(C3CCCCC3)C=1)cccc2,training,1.0
Clc1cc2N(CCCN3CCN(CCO)CC3)c3c(Sc2cc1)cccc3,training,1.0
Oc1ccc(/C(=C(\CC)/c2ccc(O)cc2)/CC)cc1,training,0.0
CN1Cc2c(C(c3ccccc3)OCC1)cccc2,training,1.0
Clc1cc2Nc3c(/C(=C/CN(CC)CC)/c2cc1)cccc3,training,1.0
Clc1cc2Nc3c(/C(=C\CN(CC)CC)/c2cc1)cccc3,training,1.0
O=C1N(C)c2[nH]nc(C)c2N(c2ccccc2)C(=O)C1,training,1.0
Fc1ccc(C(=O)CCCN2CCC3(N(c4ccc(F)cc4)CNC3=O)CC2)cc1,training,1.0
O=C(OC1C(C)C(O)C(C)C(O)C(C)/C=C\C=C(\C)/C(=O)NC=2/C(=C/NN3CCN(C4CCCC4)CC3)/C(=O)c3c(c(O)c(C)c4OC(C)(C(=O)c34)O/C=C\C(OC)C1C)C=2O)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(\C)/C(=O)NC=2/C(=C\NN3CCN(C4CCCC4)CC3)/C(=O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C/[C@H](OC)[C@H]1C)C=2O)C,training,0.0
O=C(O[C@H]1[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C=C(\C)/C(=O)NC=2/C(=C\NN3CCN(C4CCCC4)CC3)/C(=O)c3c(c(O)c(C)c4O[C@@](C)(C(=O)c34)O/C=C\[C@H](OC)[C@H]1C)C=2O)C,training,0.0
S(c1c(C(=O)NC)cccc1)c1cc2[nH]nc(/C=C/c3ncccc3)c2cc1,training,0.0
O=C1NC(=O)CN(C[C@@H]2C=C3[C@H](N(C)C2)Cc2c4c([nH]c2)cccc34)C1,training,1.0
O=[N+]([O-])c1c2c(c(O)cc1)nccc2,training,0.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,training,0.0
O=C(O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)c3c(OC)cccc3OC)C(=O)N12,training,0.0
Fc1c(N(C(=O)CC)C2(c3ccccc3)CCN(CCN3C(=O)N(CC)N=N3)CC2)cccc1,training,1.0
O=C(OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@@H]1[C@]3(C)C(C(C)=CC21)=Cc1n(-c2ccccc2)ncc1C3)C,training,1.0
Brc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1,training,1.0
O=C(OC1CC2N(C)C(C1)CC2)[C@H](CO)c1ccccc1,training,0.0
O=C(O)[C@@H](N[C@H](C(=O)N1[C@H](C(=O)O)CCC1)CCCCN)CCc1ccccc1,training,0.0
S(C)c1cc2C(N3CCN(C)CC3)Cc3c(Sc2cc1)cccc3,training,1.0
ClC(Cl)=CC1C(C)(C)C1C(=O)OCc1cc(Oc2ccccc2)ccc1,training,0.0
O=C1[C@@H](C#N)CC2(C)[C@@H]3[C@H]([C@@H]4C(C)([C@H](O)CC4)CC3)CCC32O[C@@H]13,training,0.0
CN1CCC=2c3c(Oc4c(cccc4)C=2CC1)cccc3,training,1.0
Clc1cc2C(c3c(F)cccc3)=NC(O)C(=O)N(C)c2cc1,training,1.0
O=C(O)c1c(-c2ccc(Cn3c(CCC)nc4c(C)cc(-c5n(C)c6c(n5)cccc6)cc34)cc2)cccc1,training,0.0
O=C1N(N(C)C(C)=C1N(C)C)c1ccccc1,training,1.0
O(C)[C@@]12[C@@H](C(O)(C(C)(C)C)C)C[C@@]3([C@@H]4N(CC5CC5)CC[C@]53c3c(c(O)ccc3C4)OC15)CC2,training,0.0
O(C)[C@]12[C@@H]([C@](O)(C(C)(C)C)C)C[C@@]3([C@@H]4N(CC5CC5)CC[C@@]53[C@H]1Oc1c(O)ccc(c51)C4)CC2,training,1.0
N(N)CCc1ccccc1,training,1.0
Clc1nc2nc(N3C(=O)C=4SCCSC=4C3OC(=O)N3CCN(C)CC3)ccc2cc1,training,1.0
ClC(Cl)(Cl)C(O)O,training,1.0
O=C1C(N)=CC(c2ccncc2)=CN1,training,0.0
O=C1C(CC)(c2ccc(N)cc2)CCC(=O)N1,training,1.0
CN1CC2N(c3ncccc3Cc3c2cccc3)CC1,training,1.0
IC=1C(=O)C(I)=CN(CC(=O)OCCC)C=1,training,0.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(C)c2cc1,training,1.0
OC1(C#C)C2(CC)[C@H]([C@@H]3[C@H](C(=C)C2)[C@@H]2C(=CCCC2)CC3)CC1,training,0.0
OC12c3c(Oc4c(C)cccc4C1CN(C)CC2)cccc3,training,1.0
N(N)c1nncc2c1cccc2,training,0.0
S(=O)(=O)(N1CC2CCC(C1)CC2)c1ccc(N)cc1,training,1.0
O=C(O)C=1N(CC)c2c(CCC)c3OC(C(=O)O)=CC(=O)c3cc2C(=O)C=1,training,0.0
OC12C(C)CN(C)CC1Cc1c3c(ccc1O2)cccc3,training,1.0
O=C(Oc1cc2[C@@]3(C)[C@@H](N(C)c2cc1)N(C)CC3)NCCCCCCC,training,1.0
O(CCCCc1n(C2CCCCC2)nnn1)c1cc2c(NC(=O)CC2)cc1,training,0.0
O=C(N/C(=N/C)/N)Nc1c(C)cccc1C,training,0.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1)c1n(C)nnn1,training,0.0
O=C(OC=1[C@@H]2Oc3c(OC)ccc4c3C32[C@H]([C@H](N(C)CC3)C4)CC=1)C,training,1.0
Clc1cc2N(c3ccccc3)C(=O)CC(=O)Nc2cc1,training,1.0
O=C(NO)C,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)C)CS[C@H]12)CC#N,training,0.0
Fc1ccc(N2CCN(CCC(NC(=O)c3cnccc3)C)CC2)cc1,training,1.0
Clc1cc(N2CCN(CCc3cc(OC)c(OC)cc3)CC2)ccc1,training,1.0
FC(F)(F)c1ccc(OC(CCNC)c2ccccc2)cc1,training,1.0
Oc1cc([C@]2(CCC)[C@@H](C)CN(C)CC2)ccc1,training,1.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N/O)/c1nc(N)sc1,training,0.0
O=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(C=C)CS[C@H]12)/C(=N\O)/c1nc(N)sc1,training,0.0
O(CC)CC,training,1.0
O(C)c1c(OC)ccc(C2=NN=C(C)C(CC)c3c2cc(OC)c(OC)c3)c1,training,1.0
Clc1c(O)ccc([C@@H](N)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(C)CS[C@H]23)c1,training,0.0
N(CC#C)[C@H]1c2c(cccc2)CC1,training,1.0
Clc1c(NC(=O)C(=O)O)cc(C#N)cc1NC(=O)C(=O)O,training,0.0
S(C)c1ccc(CC(=O)N2[C@@H](CN3C[C@H](O)CC3)CN(C(=O)C)CC2)cc1,training,0.0
O=C(Oc1c[n+](C)ccc1)N(C)C,training,1.0
N#C/C=C/1\c2c(C(N3CCN(C)CC3)=Nc3c\1csc3)csc2,training,1.0
SC[C@@H](NC(=O)CC[C@@H](N)C(=O)O)C(=O)NCC(=O)O,training,0.0
O=C(O)C(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,training,0.0
O=C(OCC)c1c(CCN2CCN(c3ccccc3)CC2)c2c([nH]1)cc(OC)c(OC)c2,training,1.0
O=C(NC1[C@@H](O)[C@H](n2c3ncnc(N(C)C)c3nc2)O[C@@H]1CO)[C@@H](N)Cc1ccc(OC)cc1,training,0.0
S(=O)(=O)(N)c1cc(OC)c(OC)c(C(=O)NCC2N(CC=C)CCC2)c1,training,1.0
N(CCCN1c2c(C(C)(C)c3c1cccc3)cccc2)(C)C,training,1.0
O=C1N(C)C(=O)c2n(C)cnc2N1C,training,1.0
O=C(O)CN(CC(=O)NC)CCN(CC(=O)O)CCN(CC(=O)O)CC(=O)NC,training,0.0
S(=O)(=O)(C)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,training,0.0
O(C)[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@H]3[C@H](O)[C@@H](N(C)C)C[C@@H](C)O3)[C@@H](C)C[C@@]3(C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)OC3)C1,training,0.0
Clc1c(Cl)cccc1C1C(C(=O)OCC)=C(C)NC(C)=C1C(=O)OC,training,0.0
O=C(Nc1ccc(O)cc1)C,training,1.0
O=C(OCCN1CCCCC1)C(O)(c1ccccc1)c1ccccc1,training,1.0
Fc1cc2c([nH]c3c2CN(CCCc2cnccc2)CC3)cc1,training,1.0
Clc1cc2C(c3c(F)cccc3)=NCC(=O)N(CCN(CC)CC)c2cc1,training,1.0
C(CC1CCNCC1)c1c2c([nH]c1)cccc2,training,1.0
O=C(Nc1ccccc1)[N-]c1[o+]nn(C(Cc2ccccc2)C)c1,training,1.0
Clc1ccc(C(=O)CN(CCCN2c3c(cccc3)CCc3c2cccc3)C)cc1,training,1.0
BrC(C(=O)NC(=O)NC(=O)C)(CC)CC,training,1.0
N(CCCCCCCCC)c1ncnc2[nH]ccc12,training,1.0
O=C(NCCCC(=O)O)C(O)C(CO)(C)C,training,1.0
Clc1c(Nc2c(C(=O)O)cccc2)c(Cl)ccc1C,training,0.0
S(CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1)c1sc(C)nn1,training,0.0
O([C@H]1[C@H](O)[C@@H](O[C@@H]2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O1,training,1.0
O([C@H]1[C@H](O)[C@@H](OC2[C@H](O)[C@@H](N)[C@H](O)[C@@H](CO)O2)[C@H](N)C[C@@H]1N)[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CN)O1,training,0.0
N12C(c3c(cccc3)CC1)CNCC2,training,1.0
C(c1c(N2CCN(C)CC2)cccc1)c1ccccc1,training,1.0
FC1(F)[C@H](O)[C@@H](CO)O[C@H]1N1C(=O)N=C(N)C=C1,training,0.0
CN1c2c(Oc3c1cccc3)nnc(N1CCN(C)CC1)c2,training,1.0
S(=O)(=O)(N1CCN(CC)CC1)c1cc(c(OCC)cc1)C1=Nn2c(CCC)nc(C)c2C(=O)N1,training,0.0
O(N=C1c2c(cccc2)C=Cc2c1cccc2)CCNC,training,1.0
O=C(OCC)C(C1=C(O)Oc2c(C1=O)cccc2)C1=C(O)Oc2c(C1=O)cccc2,training,0.0
Clc1c2C(=C)C3C(O)C4C(O)(C(=O)/C(=C(\O)/N)/C(=O)C4N(C)C)C(=O)C3=C(O)c2c(O)cc1,training,0.0
Clc1c2C(=C)[C@H]3[C@H](O)[C@H]4[C@H](N(C)C)C(=O)/C(=C(\O)/N)/C(=O)[C@@]4(O)C(=O)C3=C(O)c2c(O)cc1,training,0.0
Clc1cc2C(c3ccccc3)=NC(O)C(=O)N(C)c2cc1,training,1.0
O=C(OCc1ccccc1)c1ccccc1,training,0.0
Clc1c2C(=O)N(C)Cc3c(-c4nc(C(C)C)on4)ncn3-c2ccc1,training,1.0
Clc1c(N2C(C)=Nc3c(C2=O)cccc3)cccc1,training,1.0
O[C@@H](CN)c1cc(O)c(O)cc1,training,0.0
OC(CN)c1cc(O)c(O)cc1,training,0.0
ClCCN(CCCl)c1ccc(C[C@H](N)C(=O)O)cc1,training,0.0
O(C)c1c(OC)ccc([C@H](O)CN2CCN(C=3C(=O)C=CC=CC=3)CC2)c1,training,1.0
P(=O)([O-])([O-])CO[C@H](Cn1c2ncnc(N)c2nc1)C,training,0.0
O=[N+]([O-])c1ccc(C(O)C(NC(=O)CN=[N+]=[N-])CO)cc1,training,1.0
O=C(O)c1c(N)nc2Oc3c(C(=O)c2c1)cc(C(C)C)cc3,training,0.0
O(C)c1c(OC)ccc(C(C#N)(C(C)C)CCCN(CCc2cc(OC)c(OC)cc2)C)c1,training,0.0
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1nc(CN(C)C)sc1,training,0.0
O=C(O)/C=C(\C=C\C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)/C,training,0.0
O=C(O)/C=C(/C=C/C=C(/C=C/C=1C(C)(C)CCCC=1C)\C)\C,training,0.0
S(=O)(=O)(/N=C\1/NC(=O)N(CC)C=C/1)c1ccc(N)cc1,training,0.0
O=C1C(CC)(CC)C(=O)NCC1C,training,1.0
O=C1C=C2[C@@H]([C@@H]3[C@@H]([C@H]4C(CC)(C(O)(C#C)C=C4)CC3)CC2)CC1,training,0.0
O=C1N(CCC)c2[nH]cnc2C(=O)N1,training,0.0
Brc1c(CSCCNC(NC#N)NCC)nccc1,training,0.0
S(SCc1c(CO)c(O)c(C)nc1)Cc1c(CO)c(O)c(C)nc1,training,1.0
O=C(O)CCCO,training,1.0
S(=O)(=O)(NC(=O)C)c1ccc(N)cc1,training,0.0
Clc1c(O)cc2C(c3c4OCCc4ccc3)CN(C)CCc2c1,training,1.0
Clc1ccc(OCC(O)COC(=O)N)cc1,training,1.0
O=C(N)c1ccc(OCCNCC(O)COc2c(C)cccc2)cc1,training,0.0
O=C(OCCN(C)C)C(c1ccccc1)C1(O)CCCC1,training,0.0
O=C(N)c1c(O)cccc1,training,1.0
S(CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3c(CN)cccc3)[C@H]2SC1)c1n(CC(=O)O)nnn1,training,0.0
N#Cc1cc2N(CC(CN(C)C)C)c3c(Sc2cc1)cccc3,training,1.0
[SH0](=O)(C)c1cc2N(CCC3N(C)CCCC3)c3c(Sc2cc1)cccc3,training,1.0
Clc1ccc(Oc2c3c4c(COC)c(C(=O)OC(C)C)ncc4[nH]c3ccc2)cc1,training,1.0
O=C(NCCCOc1cc(CN2CCCCC2)ccc1)COC(=O)C,training,0.0
O=[N+](O[C@H]([C@@H](O[N+](=O)[O-])CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,1.0
CN1C(c2cnccc2)CCC1,training,1.0
O=[N+](OC(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
O=C(NCCCO)C(O)C(CO)(C)C,training,0.0
S(C=1[C@@H](C)[C@H]2[C@@H]([C@@H](O)C)C(=O)N2C=1C(=O)OCOC(=O)C(C)(C)C)C1C[N+](=C2SCCN2)C1,training,0.0
ClCCOC1=CC=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)COC(=O)C)OC(C)(C)O[C@@H]5C[C@H]4C3CC=2C#N)CC1,training,1.0
