smiles,group,SR-HSE
Oc1c(C(CCC)C)cccc1,training,0.0
OC1C(c2ccccc2)CCCC1,training,0.0
Ic1c(Oc2cc(I)c(O)cc2)c(I)cc(C[C@H](N)C(=O)O)c1,training,0.0
O[C@@H](CN)c1cc(O)c(O)cc1,training,0.0
Nc1n(-c2ccccc2)nc(C)c1,training,0.0
Cl/C=C\C[N+]12CN3CN(C1)CN(C2)C3,training,0.0
S(SC(CC)C)C(CC)C,training,0.0
S=C(NC(=S)N)N,training,1.0
Oc1c(/C=N/C(C/N=C/c2c(O)cccc2)C)cccc1,training,0.0
BrC(C#N)(CBr)CCC#N,training,1.0
[C@H]1(c2cnccc2)NCCCC1,training,0.0
O=C(O)[C@@H](C)c1cc2c(cc(OC)cc2)cc1,training,0.0
S(CCCCC)CCCCC,training,0.0
O=CCC(CCCC(OC)(C)C)C,training,0.0
Brc1c(O)c(Br)cc(C(=O)O)c1,training,0.0
Nc1c2OC(C)(C)Cc2ccc1,training,0.0
O=C1N(CCN)CCN1,training,0.0
CC=1C(C)(C)c2c3c(ccc2N=1)cccc3,training,1.0
S(=O)(=O)(O)c1c(N)cc(S(=O)(=O)O)cc1,training,0.0
O=C1N(CCCC)C(=O)c2c1cccc2,training,0.0
O=C(OCC(O)CO)CCCCCCC/C=C\C[C@H](O)CCCCCC,training,0.0
Clc1c2N(CC(=O)OCC)C(=O)Sc2ccc1,training,0.0
Brc1ccc(NC(=O)N(OC)C)cc1,training,0.0
S(CCO)CCCCCCCC,training,0.0
O=C(OC)[C@]1(O)n2c3c(c4c2[C@@H]2[C@](CC)(C1)CCCN2CC4)cccc3,training,0.0
OCC/C=C/CC,training,0.0
Oc1c(C)c(O)ccc1,training,0.0
O=C(OC/C=C(\CCC=C(C)C)/C)C,training,0.0
S(=O)(=O)(NN)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,training,0.0
BrC(C(=O)OC)CBr,training,0.0
O=C(OCC)C=CC(=O)O,training,0.0
O=C(NC(C)C)c1c(N)cccc1,training,0.0
Brc1cc(C)c(NC(=O)CCl)cc1,training,1.0
NCCCCCCC(C)C,training,0.0
O=C(O)c1c(Nc2c(C)c(C)ccc2)cccc1,training,0.0
O=C(O)C(OC)c1ccccc1,training,0.0
Oc1ccc(Nc2ccccc2)cc1,training,0.0
O=C1C(CC)(C)NC(=O)N1,training,0.0
Clc1ccc(CCC(=O)C(C)(C)C)cc1,training,0.0
O=C(N)CN1C(=O)CCC1,training,0.0
O=C1[C@@H](C(C)C)CC[C@@H](C)C1,training,0.0
O=C(NC)C(c1ccccc1)c1ccccc1,training,0.0
S=C1N(N)C(=O)C(C(C)(C)C)=NN1,training,0.0
Clc1c(N)c(C)cc(C)c1,training,0.0
O=[N+]([O-])c1ccc(-c2oc(C=NN3C(=O)NC(=O)C3)cc2)cc1,training,0.0
O=C(O)c1c(OC)cccc1OC,training,0.0
O=C(OCC)C1=NN(c2ccccc2)C(=O)C1,training,0.0
ON(Cc1ccccc1)Cc1ccccc1,training,0.0
OC[C@@H]1[C@H](O)[C@H](O)[C@@H](N)C(O)O1,training,0.0
O=C(O)C=1Oc2c(c(OCC(O)COc3c4C(=O)C=C(C(=O)O)Oc4ccc3)ccc2)C(=O)C=1,training,0.0
[Hg](OC(=O)C(O)C)c1ccccc1,training,1.0
S=P(SCC(=O)N(C(=O)OCC)C)(OCC)OCC,training,0.0
O=C(OCC#C)/C=C(/C=C/CC(CCCC(C)C)C)\C,training,0.0
O=C(OCCCCCCCC/C=C\C/C=C/C)C,training,1.0
Nc1ccc(CCCCCC)cc1,training,0.0
Clc1c(C(=O)OC)cccc1,training,0.0
S=P(NCCCC)(N)N,training,0.0
O=C1N2[C@H]3[C@@H]4[C@@H](OCC=C5[C@@H]4C[C@@H]4N(C5)CC[C@]34c3c2cccc3)C1,training,0.0
O=C(CO)[C@]1(O)[C@]2(C)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C([C@@H](C)C3)=CC(=O)C=C2)CC1,training,0.0
O=C(C)c1ccc(C)cc1,training,0.0
O=C1c2c3c(ccc2OC(c2ccccc2)=C1)cccc3,training,0.0
O=C(CC)c1ccccc1,training,0.0
Cc1nc2c(cc1)cccc2,training,0.0
O=CN1CCOCC1,training,0.0
O=[N+]([O-])C(CO)(CO)C,training,0.0
O=C(O)c1c(C(=O)O)cc(C(=O)O)c(C(=O)O)c1,training,0.0
O=C(C(=O)c1ccccc1)c1ccccc1,training,0.0
P(OCC)(OCC)O,training,0.0
OC1C(O)C(O)C(O)C(O)C1O,training,0.0
O=C1C=C(C)CCC1,training,0.0
O[C@@H]([C@H](O)[C@@H](O)CNC)[C@H](O)CO,training,0.0
O=C(OC)c1cnccc1,training,0.0
OC(C=C)CCCCC,training,0.0
OC(CO)c1ccccc1,training,0.0
O=C1C(C)CN(c2ccccc2)N1,training,0.0
O=C1NC(=O)[C@@H]2[C@H]1CC=CC2,training,0.0
O=C1c2c(C(=O)c3c1cccc3)ccc(C)c2,training,0.0
S(=O)(=O)(OCCN)O,training,0.0
Clc1c(C)cc(O)cc1C,training,0.0
Clc1c(C)c(Cl)ccc1,training,0.0
O(CCOCC)CCOCC,training,0.0
O=C(O)c1c(C(=O)O)cccn1,training,0.0
O=C(O)C(O)C(O)C(=O)O,training,0.0
P(=O)(OCC)(OCC)CC(=O)OCC,training,0.0
P(=O)(c1ccccc1)(c1ccccc1)c1ccccc1,training,0.0
O[C@@H]1[C@@H](O)C(O)OC[C@H]1O,training,0.0
Oc1c(CC=C)cccc1,training,0.0
O=C(OC(C)(C)C)CC(=O)C,training,0.0
OCCNC(C)(C)C,training,0.0
BrCCCCCCBr,training,0.0
P(=O)(O)(O)c1ccccc1,training,0.0
BrCc1ccc(Br)cc1,training,0.0
N(CCCC)c1ccccc1,training,0.0
NCCN1CCOCC1,training,0.0
Clc1ccc(S(=O)(=O)O)cc1,training,0.0
Clc1c(O)c(C(=O)Nc2cc(Cl)c(Cl)cc2)cc(Cl)c1,training,1.0
NCc1cnccc1,training,0.0
NCCCN1CCOCC1,training,0.0
S(=O)(=O)(O)c1c(N)cc(N)cc1,training,0.0
Brc1c(O)c(Br)cc(C2(c3cc(Br)c(O)c(Br)c3)OS(=O)(=O)c3c2cccc3)c1,training,0.0
O=C(NC(C)(C)C)N,training,0.0
S(=O)(=O)(OCCCCCCCCCC)[O-],training,0.0
O=C(Nc1c(C)cc(C)cc1)CC(=O)C,training,0.0
S(=O)(=O)([O-])c1c(C(c2ccc(N(CC)Cc3cc(S(=O)(=O)[O-])ccc3)cc2)=C2C=CC(=[N+](CC)Cc3cc(S(=O)(=O)[O-])ccc3)C=C2)ccc(O)c1,training,0.0
S(=O)(=O)([O-])c1ccc(N=Nc2c(O)ccc3c2cccc3)cc1,training,0.0
OCCN(CCO)CCN(CCO)CCO,training,0.0
BrCC(=O)OCc1ccccc1,training,0.0
O=C(OCCCCCCOC(=O)C(=C)C)C(=C)C,training,0.0
O(CC(O)CO)c1c(OC)cccc1,training,0.0
O(CC)c1c(OCC)cccc1,training,0.0
S(=O)(=O)([O-])c1c(O)ccc(O)c1,training,0.0
O(C)c1nc(N)nc(C)n1,training,0.0
O(C(OCCC)OCCC)CCC,training,0.0
[N+](CCCC)(CCCC)(CCCC)C,training,0.0
S(=O)(=O)(OCCCCCCCCCCCCC)[O-],training,0.0
N(=C/C=C/C=C/Nc1ccccc1)\c1ccccc1,training,0.0
N(C)(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccccc2)cc1,training,0.0
C1(C2CCCCC2)CCCCC1,training,0.0
Brc1c(O)c(Br)cc(c1C)C1(c2c(C)c(Br)c(O)c(Br)c2)OS(=O)(=O)c2c1cccc2,training,0.0
OC1(C#C)CCCCC1,training,0.0
O=C(OCC)C(=O)OCC,training,0.0
Oc1c(C#N)cccc1,training,0.0
BrCCCCCCCC,training,0.0
N#CC=C(CCC=C(C)C)C,training,0.0
O=C(OCCN(CC)CC)c1ccc(N)cc1,training,0.0
O(C(CCO)(C)C)C,training,0.0
O=C(NC(CC(=O)C)(C)C)C=C,training,0.0
O=C(N)c1cc(N)c(C)cc1,training,0.0
O=C(C)c1cnccc1,training,0.0
O=C(O)c1ccc(C#N)cc1,training,0.0
ClCCCCCCCl,training,0.0
Fc1ccc(C=O)cc1,training,0.0
Clc1c(C)ccc(Cl)c1,training,0.0
Clc1c(N)cc(C(=O)O)cc1,training,0.0
O(CC(O)CO)CC=C,training,0.0
N(CCCCCC)CCCCCC,training,0.0
[N+](CC)(CC)(CC)CC,training,0.0
Clc1ccc(C(=O)c2ccc(Cl)cc2)cc1,training,0.0
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,training,0.0
NC1CC(C)(C)NC(C)(C)C1,training,0.0
OC(C)(C)c1ccc(C)cc1,training,0.0
O=C(O)/C=C/c1ccccc1,training,0.0
O=C1N(CC)CCC1,training,0.0
O=C(C)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC3)C[C@@H](O)CC4)CC2)CC1,training,0.0
O(C)c1cc2c(cc1)cccc2,training,0.0
O=C(OCC(CCCC)CC)CC#N,training,0.0
S(=O)(=O)(O)CCCN1CCOCC1,training,0.0
O(CCOCCOC)CCOCCOC,training,0.0
S(=O)(=O)([O-])c1c(O)c(O)cc(S(=O)(=O)[O-])c1,training,0.0
[N+](CCCC)(CCCC)(CCCC)CCCC,training,0.0
O=C(C(OC)(OC)c1ccccc1)c1ccccc1,training,0.0
S(=O)(=O)([O-])CCN1CC[N+](CCO)CC1,training,0.0
Ic1c(Oc2cc(I)c(O)c(I)c2)c(I)cc(C[C@H](N)C(=O)O)c1,training,0.0
O=C(Cc1ccccc1)c1ccccc1,training,0.0
O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,training,0.0
ClC=[N+](C)C,training,0.0
O=C1C(C)OC(=O)C(C)O1,training,0.0
N=C(N)c1ccccc1,training,0.0
ON=C(C(=NO)C)C,training,0.0
Oc1c(O)ccc(CC(C(Cc2cc(O)c(O)cc2)C)C)c1,training,1.0
S=C(NN)NC,training,1.0
O(C)c1c(OC)cc2c(N3C(=O)C[C@@H]4OCC=C5[C@H]6[C@@H]4[C@H]3[C@]32[C@@H](N(C5)CC3)C6)c1,training,0.0
[Hg](Sc1c(C(=O)O)cccc1)CC,training,1.0
SCCC[Si](OC)(OC)OC,training,0.0
S(SCC=C)CC=C,training,0.0
[Si](OCC)(OCC)(OCC)CCCN=C=O,training,0.0
ClC(=O)c1cc(C(Cl)=O)cc(C(Cl)=O)c1,training,1.0
S(c1ccccc1)c1ccccc1,training,1.0
S(=O)(=O)(O)C(F)(F)F,training,0.0
N(C)(C)c1ccncc1,training,0.0
O=C(Nc1c(O)cccc1)C,training,0.0
O=C(C)c1cc2c(cc1)cccc2,training,0.0
OCCc1c(C)ncs1,training,0.0
O=C(OC)CCC(=O)O,training,0.0
Clc1c(C)ccc(NC(=O)C)c1,training,0.0
O(c1ccc(O)cc1)c1ccccc1,training,0.0
SCCC[Si](OCC)(OCC)OCC,training,0.0
Clc1ccc(C2S(=O)(=O)CCC(=O)N2C)cc1,training,0.0
O=[N+]([O-])c1c(OC)ccc([N+](=O)[O-])c1,training,0.0
ClC1(Cl)C(Cl)(Cl)CS(=O)(=O)C1,training,1.0
O(C)c1c(O)c(OC)cc([C@H]2[C@H]3C(=O)OCC3C(O[C@H]3[C@H](O)[C@@H](O)[C@@H]4O[C@H](C)OC[C@H]4O3)c3c2cc2OCOc2c3)c1,training,1.0
S(=O)(=O)([O-])c1c2c(C(=O)C(=[N+]=[N-])C=C2)ccc1,training,0.0
S(=O)(=O)(N)c1cc(C(=O)NCC2N(CC)CCC2)c(OC)cc1,training,0.0
Clc1c(C(=S)N)c(Cl)ccc1,training,0.0
O=C(NC(=O)C(CC)c1ccccc1)N,training,0.0
S=P(OCC)(OCC)Oc1noc(-c2ccccc2)c1,training,0.0
O=C(Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C)NC,training,0.0
O=C(NCCC[N+](C)(C)C)C(=C)C,training,0.0
O=C(OCCCCC)CCCC,training,0.0
O=C(Nc1c(OC)ccc(OC)c1)CC(=O)C,training,0.0
CC12OC1CC(C1C(C)O1)CC2,training,0.0
S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,training,0.0
FC(F)(F)c1c(N)c([N+](=O)[O-])c(N(CC)CC)c([N+](=O)[O-])c1,training,0.0
S(C)c1nc(NC(C(C)C)C)nc(NCC)n1,training,0.0
O=[N+]([O-])c1c(OC(=O)OC(C)C)c(C(CC)C)cc([N+](=O)[O-])c1,training,1.0
Clc1c(N=Nc2ccc(N(CCC#N)CC)cc2)c(Cl)cc([N+](=O)[O-])c1,training,0.0
S(SC(=S)OCC)C(=S)OCC,training,0.0
O=C(Oc1ccc(C(=O)C)cc1)C,training,0.0
Cc1c(C)cc(C)cc1C,training,0.0
Clc1c2Nc3c(c(Cl)cc4C(=O)c5c(C(=O)c34)cccc5)Nc2c2C(=O)c3c(C(=O)c2c1)cccc3,training,0.0
[O-][N+](CCCCCCCCCC)(C)C,training,0.0
[Au-](C#N)C#N,training,1.0
Clc1cc(Cl)cc(C(=O)OC)c1,training,0.0
O=C(O)C(=N)N[C@@H]1[C@@H](C)O[C@H](OC2[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H]2O)[C@@H](N)C1,training,0.0
O=[N+]([O-])c1c(C)c([N+](=O)[O-])cc2C(C)(C)CC(C)(C)c12,training,0.0
ClCC(O)COCC=C,training,0.0
O=[N+]([O-])c1ccc(N[C@H](C(=O)O)CCC(=O)N)cc1,training,0.0
[Sn](F)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
P(=O)(O)(O)CCCCCCCC,training,0.0
[Al](OC(=O)C)(O)O,training,0.0
SCC(=O)OCCOC(=O)CS,training,0.0
[Al](OC=O)(OC=O)OC=O,training,0.0
BrC(C(=O)NC(=O)N)(CC)CC,training,0.0
O=[N+]([O-])c1c(C(C)(C)C)c([N+](=O)[O-])c(C)c([N+](=O)[O-])c1C,training,0.0
O=C(OCC(COC(=O)CCN1CC1)(COC(=O)CCN1CC1)CO)CCN1CC1,training,0.0
O=C(OC)/C(=N/OC)/c1c(COc2c(C)cccc2)cccc1,training,0.0
O=[N+]([O-])c1ccc(NC(=O)NCc2cnccc2)cc1,training,0.0
CC1(C)[C@@H]2C[C@@]3(C(C)(C)CCC=C13)CC2,training,0.0
O=[N+]([O-])c1ccc(N(N=O)C)cc1,training,0.0
Clc1c(Cl)ccc(NC(=O)N)c1,training,0.0
ClCC1C(Cl)C(=O)N(c2cc(C(F)(F)F)ccc2)C1,training,0.0
Clc1cc(C)c(OCC(=O)OCC(CCCC)CC)cc1,training,0.0
Clc1ccc(C(N2CCN(CCOCC(=O)O)CC2)c2ccccc2)cc1,training,0.0
Clc1c(OP(=O)(OC)NC)ccc(C(C)(C)C)c1,training,0.0
Clc1c(S(=O)(=O)[O-])cc(Cl)c(N2C(=O)C(N=Nc3ccc(S(=O)(=O)[O-])cc3)C(C)=N2)c1,training,0.0
S(=O)(=O)(O)c1c(C)ccc(N)c1,training,0.0
O([C@@H]1[C@@H](C)O[C@@H](O[C@@H]2C[C@@H]3[C@@](C)([C@@H]4[C@H]([C@]5(O)[C@@](C)([C@@H](C6=CC(=O)OC6)CC5)CC4)CC3)CC2)C[C@@H]1O)[C@@H]1O[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H](O)C2)[C@@H](O)C1,training,0.0
S(=O)(=O)([O-])c1c(C(C)C)cc(C(C)C)c2c1cc(C(C)C)cc2,training,0.0
S(=O)(=O)(C(/C(=N/OC(=O)NC)/C)C)C,training,0.0
[As](=O)(O)(O)c1ccc([N+](=O)[O-])cc1,training,0.0
C(CCCCCCCC)CCCCCCCC,training,0.0
O=C(O)c1c(C(=O)Nc2c3c(ccc2)cccc3)cccc1,training,0.0
O=C1C(C(C)(C)C)CCCC1,training,0.0
Cc1c2nccnc2ccc1,training,0.0
O([C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)CO)[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H](CO)O1,training,0.0
O=C1C(O)=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)(C(=O)CC4)CC3)CC2)CC1,training,0.0
OCCc1c(C)cccc1,training,0.0
F[C@]12[C@@H](O)C[C@]3(C)[C@@](OC(=O)CCCC)(C(=O)CO)[C@@H](C)C[C@H]3[C@@H]1CCC=1[C@]2(C)C=CC(=O)C=1,training,0.0
CC=1C2(C(C)(C)CCC=1)OC(C)CC2,training,0.0
O=C(OCC/C=C\CC)C,training,0.0
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(C1(F)F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,training,0.0
O=C(OCC)CCC(=O)C,training,0.0
OCC(CCCCCCCCCC)CCCCCCCC,training,0.0
C(=C)(C)[C@@H]1CC=C(C)CC1,training,0.0
O=C(OCCCCCCCC)C,training,0.0
O(C)c1c(OC)cccc1,training,0.0
S(CCC)c1cc2nc(NC(=O)OC)[nH]c2cc1,training,1.0
C(C)(C)[C@@H]1C=CC(C)=CC1,training,0.0
O=C/C=C/CCCCCCC,training,0.0
C(=CCC=C(C)C)(C=C)C,training,0.0
C[C@H]1[C@]23[C@H](C(C)(C)C(C(C)=CC2)C3)CC1,training,0.0
C=C1[C@]2(C)[C@H]3[C@@H](C(C)(C)CCC2)[C@@H]1CC3,training,0.0
O(C)c1c(O)ccc(CC)c1,training,0.0
O=C(C)c1nccnc1,training,0.0
Cc1c(C)nc(C)c(C)n1,training,0.0
Cc1c(C)ncc(C)n1,training,0.0
N(CCC)[C@@H]1Cc2sc(N)nc2CC1,training,0.0
[SH0](=O)(Cc1c(C)c(OCCCOC)ccn1)c1[nH]c2c(n1)cccc2,training,0.0
S(=O)(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training,0.0
S=C1N(C(=O)OCC)C=CN1C,training,0.0
OCCc1c(C)[n+](Cc2c(N)nc(C)nc2)cs1,training,0.0
O=C1C=C2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C(NCNC(=O)NC1N(CO)C(=O)NC1=O)NC1N(CO)C(=O)NC1=O,training,0.0
O=C(OCC)CC(=O)c1ccccc1,training,0.0
O=C(OCC(C)C)c1ccccc1,training,0.0
O=C1OC(CCCCCC)CCC1,training,0.0
O=C(O)CCc1ccccc1,training,0.0
O=C(OCC[N+](C(C)C)(C(C)C)C)C1c2c(Oc3c1cccc3)cccc2,training,0.0
O=Cc1ccc(CC)cc1,training,0.0
O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CCCCC,training,1.0
O=C(OC)c1c(OC)cccc1,training,0.0
O=C(NCC)C1C(C(C)C)CCC(C)C1,training,0.0
O=C(OCC)CCc1ccccc1,training,0.0
O([C@@H](C[N+](C)(C)C)CC(=O)[O-])C(=O)C,training,0.0
OCC(C)c1ccccc1,training,0.0
S(=O)(=O)([O-])c1c(N=Nc2ccccc2)c(O)c2c(N)c(N=Nc3ccc(-c4ccc(N=Nc5c(N)cc(N)cc5)cc4)cc3)c(S(=O)(=O)[O-])cc2c1,training,0.0
OC1C=C(C)CC(C)(C)C1,training,0.0
O=C(OC(C)c1ccccc1)CC,training,0.0
O=C(OCCCCCC)c1ccccc1,training,0.0
O(C)c1cc(OC)ccc1,training,0.0
O=C(C(=O)C)CCC,training,0.0
O=C(Oc1ccc(C)cc1)C,training,0.0
Fc1c(-c2ccccc2)ccc(C(C(=O)O)C)c1,training,0.0
O=C(/C(=C/C)/C)C,training,0.0
N(N)(C)C,training,0.0
O=C(O[C@@]1(C(=O)C)[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(C(C)=C3)=CC(=O)CC4)CC2)CC1)C,training,0.0
[SH0](=O)(Cc1c(OC)c(OC)ccn1)c1[nH]c2c(n1)cc(OC(F)F)cc2,training,0.0
F[C@@H]1C=2[C@@](C)([C@@]3(F)[C@@H](O)C[C@]4(C)[C@]5(C(=O)CO)OC(C)(C)O[C@@H]5C[C@H]4[C@@H]3C1)C=CC(=O)C=2,training,0.0
O(CCO)CCN1CCN(C2=Nc3c(Sc4c2cccc4)cccc3)CC1,training,0.0
O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,training,0.0
O=C(OCC(COC(=O)N)c1ccccc1)N,training,0.0
O=C1N(CCCCN2CCN(c3ncccn3)CC2)C(=O)CC2(C1)CCCC2,training,0.0
S(CCN/C(/NC)=C/[N+](=O)[O-])Cc1oc(CN(C)C)cc1,training,0.0
Fc1ccc(-c2n(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(C(C)C)c(C(=O)Nc3ccccc3)c2-c2ccccc2)cc1,training,0.0
S(=O)(=O)(OCCOCCCCCCCCCCCC)[O-],training,0.0
BrN1C(=O)N(Cl)C(=O)C1(C)C,training,0.0
S(=O)(=O)([O-])C(C(=O)OCC(C)C)CC(=O)OCC(C)C,training,0.0
OC1(C)CCC(C(=C)C)CC1,training,0.0
N(C)(C)C1CSSSC1,training,0.0
Clc1c(COCC(F)(F)F)c(S(=O)(=O)C)ccc1C(=O)C1C(=O)CCCC1=O,training,0.0
[SH0](=O)(c1cc2nc(NC(=O)OC)[nH]c2cc1)c1ccccc1,training,0.0
O=C1C=C2[C@](C)([C@H](C)C1)C[C@H](C(=C)C)CC2,training,0.0
O=C(OCc1cc(Cc2ccccc2)oc1)[C@@H]1[C@@H](C=C(C)C)C1(C)C,training,0.0
Clc1ccc(OCC(=O)OCCN(C)C)cc1,training,0.0
O=C(O[C@H]1[C@@H](O)[C@@H]2[C@](C)([C@@H](O)CCC2(C)C)[C@]2(O)[C@]1(C)O[C@](C=C)(C)CC2=O)C,training,0.0
S(=O)(=O)(OC[C@]12OC(C)(C)O[C@H]1[C@@H]1OC(C)(C)O[C@@H]1CO2)N,training,0.0
O=C(CO)[C@@H]1[C@]2(C)[C@H]([C@H]3[C@@H]([C@]4(C)C(=CC(=O)CC4)CC3)CC2)CC1,training,0.0
Clc1c(OCC(=O)OCC(C)C)ccc(Cl)c1,training,0.0
Brc1c(Br)c(Br)c(C(=O)OCC(CCCC)CC)c(C(=O)OCC(CCCC)CC)c1Br,training,0.0
O=C(OCCOCCOCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C)c1)CCc1cc(C(C)(C)C)c(O)c(C)c1,training,0.0
O=C(O[C@H]1[C@@H](OC)[C@H]([C@]2(C)[C@@H](CC=C(C)C)O2)[C@]2(OC2)CC1)/C=C/C=C/C=C/C=C/C(=O)O,training,0.0
O=C(C)c1c(O)c(CCC)c(OCCCCc2[nH]nnn2)cc1,training,0.0
O=C(O)COc1ccc(OCCCOc2c(CCC)c(O)c(C(=O)C)cc2)cc1,training,0.0
O=[N+]([O-])c1c(O)c(O)cc(C(=O)c2ccc(C)cc2)c1,training,0.0
O=C(N[C@@H]1[C@H](O)Cc2c1cccc2)[C@@H](C[C@H](O)CN1[C@H](C(=O)NC(C)(C)C)CN(Cc2cnccc2)CC1)Cc1ccccc1,training,0.0
Cc1c2-n3c(Sc2ccc1)nnc3,training,0.0
O=C(Oc1c(C2OCCO2)cccc1)NC,training,0.0
ClC(COP(=O)(OCC(Cl)C)OCC(Cl)C)C,training,0.0
O=C(OCCCCCC(C)C)CCCCC(=O)OCCCCCC(C)C,training,0.0
Brc1c(O)c(C(=O)Nc2cc(C(F)(F)F)ccc2)cc(Br)c1,training,1.0
C(=Cc1ccccc1)(c1ccccc1)c1ccccc1,training,0.0
O=C1C=C2[C@@H]([C@@H]3[C@H]([C@H]4[C@@](C)([C@](O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O([C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1)c1ccc(O)cc1,training,0.0
O=C(OCC)OC1=C(c2c(C)ccc(C)c2)C(=O)NC21CCC(OC)CC2,training,0.0
O=C(Nc1cc(OC(C)C)ccc1)c1c(C)cccc1,training,0.0
OC1(C)SCC(O)(C)SC1,training,0.0
S(=O)(=O)(Nc1c(F)cccc1F)c1nn2C(OC)=NC=C(F)c2n1,training,0.0
BrC1CC(Cn2ncnc2)(c2c(Cl)cc(Cl)cc2)OC1,training,0.0
[Si](=O)(C)C,training,0.0
O=C,training,0.0
S(=O)(=O)(C)c1c(c(C)c(C(=O)c2c(O)n(C)nc2)cc1)C1=NOCC1,training,0.0
O=C(OC/C=C/c1ccccc1)CC,training,0.0
O=C(OCCCCCC)CCC,training,0.0
O=C(OC)C#CCCCCCC,training,0.0
O=C(OC)c1c(C(=O)OC)ccc(C(=O)OC)c1,training,0.0
O(CCC#N)CCCCCCCC,training,0.0
O=C(OCCC1CCCCC1)C,training,0.0
OC1CCC(C(C)C)CC1,training,0.0
O(C(CN(CC(OCCO)C)CCN(CC(OCCO)C)CC(OCCO)C)C)CCO,training,0.0
OC(C=C)(CC/C=C(\CCC=C(C)C)/C)C,training,0.0
O=C(OCC)CC1(C)OC(C)CO1,training,0.0
C(CC)(C)C1SC(C)C(C)=N1,training,0.0
O=C1CCC(C(CC)(C)C)CC1,training,0.0
O=C(OCCC(C)C)c1ccccc1,training,0.0
O=C1OC(CCCC)CCCC1,training,0.0
O=C(/C=C/C1C(C)=CCCC1(C)C)CCC=C,training,0.0
S(=O)(=O)([O-])c1ccc(C=C)cc1,training,0.0
P(=O)(OCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1(F)[C@]3(C)C(=CC(=O)C=C3)CC[C@@H]21)([O-])[O-],training,0.0
O(C[C@@H](O)CNC(C)(C)C)c1c(N2CCOCC2)nsn1,training,0.0
O=C1[C@H]2C(C)(C)C3CC2(C(C)(C)CC1)CC3,training,0.0
O=C1N(C(C)C)C(=O)c2c1cccc2,training,0.0
O=C(O)C=C(C)C,training,0.0
O=C(N(CC)CC)CCCCCCCCCCC,training,0.0
S(Sc1sccc1)c1sccc1,training,1.0
O=C(OC(C)C)C(O)(CC(=O)O)CC(=O)O,training,0.0
On1nnc2c1cccc2,training,0.0
[Pb](OC(=O)C)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
C(N1CCCCC1)N1CCCCC1,training,0.0
O=C(OCC=Cc1ccccc1)C=Cc1ccccc1,training,0.0
S(C(=O)C)Cc1occc1,training,0.0
O=C(NCCC(=O)O)[C@H](O)C(CO)(C)C,training,0.0
O=C(OC)C(N(C(=O)c1occc1)c1c(C)cccc1C)C,training,0.0
N#CC=CCCCCCCCCCC,training,0.0
O=C(OC/C=C(/CCC=C(C)C)\C)/C(=C/C)/C,training,0.0
O=C(CCc1cc(OC)c(O)cc1)C,training,0.0
O=CCCc1ccccc1,training,0.0
Clc1c(OCCCC(=O)OC(CCCCC)CC)ccc(Cl)c1,training,0.0
O=C(OCCc1ccccc1)C(CC)C,training,0.0
n1cc2c(cc1)cccc2,training,0.0
O=C(OCc1ccccc1)CC(C)C,training,0.0
Brc1c(F)c(F)c(F)c(F)c1F,training,0.0
O=C(O)N,training,0.0
O=[N+]([O-])c1cc(C#N)c(N=Nc2ccc(N(CCOC(=O)C)CCOC(=O)C)cc2)cc1,training,0.0
N(CCCCCCCC)C,training,0.0
OC(C)C1CCCCC1,training,0.0
