smiles,group,EC
O=C1C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)CC1,training,0.0
Oc1cc2C3(C)C(C)C(N(CC4CC4)CC3)Cc2cc1,training,0.0
O(C)c1cc2c(cc1)CC1N(C)CCC32C1CCCC3,training,0.0
Clc1c(Cl)ccc(C(C)N2C(=O)CC(N)=N2)c1,training,0.0
ClCCN(N=O)C(=O)NCc1c(N)nc(C)nc1,training,0.0
Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,training,0.0
Clc1ccc(C2S(=O)(=O)CCC(=O)N2C)cc1,training,0.0
O=C1C=C2C(C3C(C4C(C)(C(O)CC4)CC3)CC2)CC1,training,0.0
O=C(Nc1c(C)cccc1C)C1N(CCC)CCCC1,training,0.0
Clc1ccc(C(CCN(C)C)c2ncccc2)cc1,training,0.0
Ic1cc(CNC(=N)N)ccc1,training,0.0
O=C(OC1CC2N(C)C(C1)CC2)C(O)c1ccccc1,training,0.0
S(=O)(=O)(N)c1c(C)cc2c(S(=O)(=O)CCC2)c1,training,0.0
O=C(Oc1cc2C3(C)C(N(C)c2cc1)N(C)CC3)NC,training,0.0
S(=O)(=O)(NC(=O)c1ccccc1)c1ccc(N)cc1,training,0.0
Clc1ccc(S(=O)(=O)NC(=O)NCCC)cc1,training,0.0
S(c1n(C)cnc1[N+](=O)[O-])c1ncnc2nc[nH]c12,training,0.0
O=C(Nc1ccc(C(=O)NCCN(CC)CC)cc1)C,training,0.0
O(C)c1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,training,0.0
N(CCCC12c3c(cccc3)C(c3c1cccc3)CC2)C,training,0.0
S(=O)(=O)(Nc1nc(C)cc(C)n1)c1ccc(N)cc1,training,0.0
C(=CCN1CCCC1)(c1ncccc1)c1ccc(C)cc1,training,0.0
Fc1cc2C3(C(=O)NC(=O)N3)CC(C(=O)N)Oc2cc1,training,0.0
O=[N+]([O-])c1c(CO)cc2c(NC(CNC(C)C)CC2)c1,training,0.0
N(CCC=C1c2c(OCc3c1cccc3)cccc2)(C)C,training,0.0
S(=O)(=O)(Nc1nnc(OC)cc1)c1ccc(N)cc1,training,0.0
O=C1C(C(CC)c2ccccc2)=C(O)c2c(O1)cccc2,training,0.0
Oc1c(C=Cc2ccc(C(=N)N)cc2)ccc(C(=N)N)c1,training,0.0
N(CCCN1c2c(cccc2)CCc2c1cccc2)(C)C,training,0.0
O=[N+]([O-])c1cc2C(c3ccccc3)=NCC(=O)Nc2cc1,training,0.0
O=C(O)C(C)c1ccc(N2C(=O)c3c(cccc3)C2)cc1,training,0.0
O(C(c1ccccc1)c1ccccc1)C1CCN(C)CC1,training,0.0
FC(F)(F)c1cc(Nc2c(C(=O)O)cccn2)ccc1,training,0.0
Oc1cc2c(cc1)CC1N(CC=C)CCC32C1CCCC3,training,0.0
O=[N+](OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-])[O-],training,0.0
OC1C(C)C2C34OOC(C)(OC3O1)CCC4C(C)CC2,training,0.0
O=C(OC1CC2N(C)C(C1)CC2)c1c2c([nH]c1)cccc2,training,0.0
S(=O)(=O)(Nc1sc(CC)nn1)c1ccc(N)cc1,training,0.0
Clc1nnc(NS(=O)(=O)c2ccc(N)cc2)cc1,training,0.0
Fc1nc(N)c2ncn(C3C(O)C(O)C(CO)O3)c2n1,training,0.0
O=C1C2Oc3c(O)ccc4c3C32C(C(N(C)CC3)C4)CC1,training,0.0
S(=O)(=O)(N(CCC)CCC)c1ccc(C(=O)O)cc1,training,0.0
N(C(CN1c2ncccc2Sc2c1cccc2)C)(C)C,training,0.0
Clc1cc2c(Oc3c(cccc3)C3C2CN(C)C3)cc1,training,0.0
Fc1cc2C3(C(=O)NC(=O)N3)c3c(-c2cc1)ccc(F)c3,training,0.0
OCC1C=CC(n2c3nc(N)nc(NC4CC4)c3nc2)C1,training,0.0
O=C(O)C(C(CC)c1cc2c(cc(OC)cc2)cc1)(C)C,training,0.0
OCC=C(C=CC=C(C=CC=1C(C)(C)CCCC=1C)C)C,training,0.0
P(=O)(O)(O)COC(Cn1c2ncnc(N)c2nc1)C,training,0.0
[SH0](=O)(C)c1cc(OC)c(-c2[nH]c3c(n2)nccc3)cc1,training,0.0
O(C)c1c2OC3C4(c2c(cc1)CN(C)CC4)C=CC(O)C3,training,0.0
O=C(O)CC1(CC)OCCc2c3c(c(CC)ccc3)[nH]c12,training,0.0
OC(C(NCCc1ccc(O)cc1)C)c1ccc(O)cc1,training,0.0
O=C1OCC(Cc2cc3c(CCN(C)C)c[nH]c3cc2)N1,training,0.0
CN1CCC(=C2c3c(cccc3)C=Cc3c2cccc3)CC1,training,0.0
OC(CCN1CCCCC1)(c1ccccc1)C1CCCC1,training,0.0
OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,training,0.0
O=C(Nc1ncccc1)Cc1ccc(-c2ccccc2)cc1,training,0.0
ClC1(Cl)C(c2ccc(OC(C(=O)O)(C)C)cc2)C1,training,0.0
O=C(CCN1CCCCC1)c1ccc(OCCCC)cc1,training,0.0
Clc1c(S(=O)(=O)N)cc2C(=O)NC(CC)Nc2c1,training,0.0
S(=O)(=O)(N)c1ccc(N2S(=O)(=O)CCCC2)cc1,training,0.0
O=C(OCC(CCCC)CC)C=Cc1ccc(OC)cc1,training,0.0
CN1CCC(=C2c3ncccc3CCc3c2cccc3)CC1,training,0.0
Clc1ccc(C(OCCN(C)C)c2ncccc2)cc1,training,0.0
O=C(C=CC=CC(=CC(O)CCCC)C)N1C(=O)CCC1,training,0.0
O=C(OC1CC(C)(C)N(C)C(C)C1)C(O)c1ccccc1,training,0.0
N(CCC1=C(C(C)c2ncccc2)c2c(cccc2)C1)(C)C,training,0.0
O=C(O)CCc1oc(c(-c2ccccc2)n1)-c1ccccc1,training,0.0
O(CCCC)c1ccc(OCCCN2CCOCC2)cc1,training,0.0
N(CC(CC1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,0.0
O=C1N(Cc2c(C)nc[nH]2)CCc2n(C)c3c(c12)cccc3,training,0.0
O=C(OCCN(CC)CC)c1c(OCCC)cc(N)cc1,training,0.0
N(CC(CN1c2c(cccc2)CCc2c1cccc2)C)(C)C,training,0.0
Clc1c(C2CCCCC2)ccc(C(=O)CCC(=O)O)c1,training,0.0
O=C(OC)Nc1[nH]c2c(n1)cc(C(=O)c1ccccc1)cc2,training,0.0
O=C(OC)CCc1ccc(OCC(O)CNC(C)C)cc1,training,0.0
CN1CCC(=C2c3c(scc3)CCc3c2cccc3)CC1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC=Nc2c1,training,0.0
O=C1Nc2sc3c(c2C(c2ccccc2)=NC1)CCCC3,training,0.0
O=C1C=C2C(C)(C=C1)C1C(C3C(C)(C(=O)CC3)CC1)CC2=C,training,0.0
C(N1c2c(Sc3c1cccc3)cccc2)C1CN(C)CC1,training,0.0
Clc1c(C(OCC=C)Cn2cncc2)ccc(Cl)c1,training,0.0
O(C(CCNC)c1sccc1)c1c2c(ccc1)cccc2,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,training,0.0
O(C)C1C(C)C2C34OOC(C)(OC3O1)CCC4C(C)CC2,training,0.0
O=C1C=C2C(C3C(C4C(C)(C(O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C1CC2=C(C3C(C4C(C)(C(O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C(O)CCCCCCC1C(O)CCC1CCCCCC,training,0.0
O(C)c1c2OC3C(=O)CCC4C53c2c(cc1)CC4N(C)CC5,training,0.0
Clc1cc2C(=[N+]([O-])CC(NC)=Nc2cc1)c1ccccc1,training,0.0
Clc1c(N)cc(OC)c(C(=O)NCCN(CC)CC)c1,training,0.0
O=C(O)C1C(Cn2nncc2)(C)S(=O)(=O)C2N1C(=O)C2,training,0.0
O=C(O)C=C(C=CC=C(C=CC=1C(C)(C)CCCC=1C)C)C,training,0.0
O=C1C=C2C(C)(C=C1)C1C(C3C(C)(C(O)(C)CC3)CC1)CC2,training,0.0
Clc1cc2N(c3ccccc3)C(=O)CC(=O)N(C)c2cc1,training,0.0
Clc1ccc(C(N2CCN(C)CC2)c2ccccc2)cc1,training,0.0
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(C)CC3)C4)CC1,training,0.0
O(C)c1cc2c(C=NNC(=N)NCCCCC)c[nH]c2cc1,training,0.0
O=C(O)c1c(O)ccc(N=Nc2cc(C(=O)O)c(O)cc2)c1,training,0.0
Clc1c(Cl)c(C(=O)C(=C)CC)ccc1OCC(=O)O,training,0.0
Fc1cc2C(=O)N(C)Cc3c(C(=O)OCC)ncn3-c2cc1,training,0.0
OC(CNC(Cc1ccc(O)cc1)C)c1cc(O)cc(O)c1,training,0.0
O=C(CNC12CC3(O)CC(C1)CC(C3)C2)N1C(C#N)CCC1,training,0.0
Clc1nc(N)c2ncn(C3C(F)C(O)C(CO)O3)c2n1,training,0.0
Clc1ccc(C(OCCN(C)C)(C)c2ccccc2)cc1,training,0.0
ClCCN(C(COc1ccccc1)C)Cc1ccccc1,training,0.0
ClCCN(CCCl)c1ccc(CCCC(=O)O)cc1,training,0.0
OC1(C)C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,training,0.0
O=C1C(C)CC2(C)C3C(C4C(C)(C(O)CC4)CC3)CCC2C1,training,0.0
Clc1ccc(-c2ccc(COC(C(=O)O)(C)C)cc2)cc1,training,0.0
Clc1c(Cl)cc(S(=O)(=O)N)cc1S(=O)(=O)N,training,0.0
ClCCN(CCCl)c1ccc(CC(N)C(=O)O)cc1,training,0.0
O=[N+]([O-])c1c(O)c(O)cc(C=C(C(=O)N(CC)CC)C#N)c1,training,0.0
O=C(N(CC)c1cc(C=2n3ncc(C#N)c3N=CC=2)ccc1)C,training,0.0
Ic1c(O)c2ncccc2c(Cl)c1,training,0.0
Clc1ccc(OC(C(=O)OCc2cnccc2)(C)C)cc1,training,0.0
Clc1c(O)c(O)cc2C(c3ccc(O)cc3)CNCCc12,training,0.0
Clc1c(Cl)ccc(C2c3c(C(NC)CC2)cccc3)c1,training,0.0
Fc1c(C(O)(Cn2ncnc2)Cn2ncnc2)ccc(F)c1,training,0.0
O=C1OCC2(C)C3C(C4C(C)(C(O)(C)CC4)CC3)CCC2C1,training,0.0
O=[N+]([O-])c1sc(NC(=O)c2c(OC(=O)C)cccc2)nc1,training,0.0
O=C(CCCN1CCCC1)c1c(OC)cc(OC)cc1OC,training,0.0
S=C(Oc1cc2c(cc1)cccc2)N(C)c1cc(C)ccc1,training,0.0
O(C(c1ccccc1)c1ccccc1)C1CC2N(C)C(C1)CC2,training,0.0
Clc1cc(Cl)cc(-c2oc3c(n2)ccc(C(=O)O)c3)c1,training,0.0
S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,training,0.0
O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccccc1,training,0.0
O=C(OCCN(CC)CC)c1cc(OCCCC)c(N)cc1,training,0.0
O=C(N)C1(CCCNC(C)C)c2c(-c3c1cccc3)cccc2,training,0.0
S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1ncc(OCCOC)cn1)c1ccccc1,training,0.0
O(CC(O)CNC(C)(C)C)c1c2c(ccc1)CC(O)C(O)C2,training,0.0
O=C(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC,training,0.0
O=C(OCCN(CC)CC)C1(C2CCCCC2)CCCCC1,training,0.0
S(=O)(=O)(Nc1nc(OC)nc(OC)c1)c1ccc(N)cc1,training,0.0
S(=O)(=O)(Nc1c(OC)c(OC)ncn1)c1ccc(N)cc1,training,0.0
O(C)c1cc2c(cc1)C1C(C3C(C)(C(O)(C#C)CC3)CC1)CC2,training,0.0
OC1(C#C)C2(CC)C(C3C(C(=C)C2)C2C(=CCCC2)CC3)CC1,training,0.0
Clc1cc(COc2c(C(=C)n3cncc3)cccc2)ccc1,training,0.0
Clc1cc2c(C(=C3CCNCC3)c3ncccc3CC2)cc1,training,0.0
Oc1c2OC3C(O)C=CC4C53c2c(cc1)CC4N(CC=C)CC5,training,0.0
Clc1c(NC(=O)C(=O)O)cc(C#N)cc1NC(=O)C(=O)O,training,0.0
Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1,training,0.0
O(CC)C1C(C)C2C34OOC(C)(OC3O1)CCC4C(C)CC2,training,0.0
O=C(N1CC(=O)N2C(c3c(cccc3)CC2)C1)C1CCCCC1,training,0.0
CN1CCN(C2=Nc3c(Nc4sc(C)cc24)cccc3)CC1,training,0.0
O=C(C)C1C2(C)C(C3C=CC=4C(C)(C3CC2)CCC(=O)C=4)CC1,training,0.0
O=C1C=C2C(C3C(C4C(CC)(C(O)(C#C)CC4)CC3)CC2)CC1,training,0.0
O=C1C=C2C(C)(C3C(C4C(C)(C(O)(C#C)CC4)CC3)CC2)CC1,training,0.0
Clc1ccc(-c2c(CC(=O)O)cn(-c3ccccc3)n2)cc1,training,0.0
Fc1ccc(C(=O)c2cc3nc(NC(=O)OC)[nH]c3cc2)cc1,training,0.0
Fc1c(C2=NCC(=O)N(C)c3c2cc([N+](=O)[O-])cc3)cccc1,training,0.0
O=[N+]([O-])c1ccc(-c2oc(C=NN3C(=O)NC(=O)C3)cc2)cc1,training,0.0
S(CCNC(NC)=C[N+](=O)[O-])Cc1oc(CN(C)C)cc1,training,0.0
O=C(Oc1cc2c(cc1)C1C(C3C(C)(C(O)CC3)CC1)CC2)C,training,0.0
Oc1c2c(OC(C)(C)C3C2C=C(C)CC3)cc(CCCCC)c1,training,0.0
O=C(C)C1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1,training,0.0
S(CC1CN(CCC)C2C(c3c4c([nH]cc4C2)ccc3)C1)C,training,0.0
Clc1cc2C(c3ccccc3)=NC(C(=O)O)C(=O)Nc2cc1,training,0.0
Clc1cc2C(C(F)(F)F)(C#CC3CC3)OC(=O)Nc2cc1,training,0.0
Clc1cc2C(=CCCN(C)C)c3c(Sc2cc1)cccc3,training,0.0
O=[N+](OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])[O-],training,0.0
Brc1cc2C(c3ncccc3)=NCC(=O)Nc2cc1,training,0.0
O=C1C=C2C(C)(C3C(C(C)C2)C2C(C)(C(O)(C)CC2)CC3)CC1,training,0.0
FC(F)(F)c1c([N+](=O)[O-])ccc(N2C(=O)C(C)(C)NC2=O)c1,training,0.0
O=C1C(c2ccc(O)cc2)(c2ccc(O)cc2)c2c(N1)cccc2,training,0.0
O(C)c1c(OC)cc2c(c1)C1N(CC(CC(C)C)C(=O)C1)CC2,training,0.0
N(Cc1c2c(ccc1)cccc2)(Cc1ccc(C(C)(C)C)cc1)C,training,0.0
Fc1c(C2(N)CC2)c2OCC(C)N3c2c(C(=O)C(C(=O)O)=C3)c1,training,0.0
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2c1cccc2,training,0.0
Clc1ccc(SC(P(=O)(O)O)P(=O)(O)O)cc1,training,0.0
Clc1cc2N(CCCN(C)C)c3c(Sc2cc1)cccc3,training,0.0
Brc1ccc(C(CCN(C)C)c2ncccc2)cc1,training,0.0
Fc1c(N2CCNCC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
Clc1cc2nccc(NC(CCCN(CC)CC)C)c2cc1,training,0.0
Fc1c(N2CCNCC2)nc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
O=C(O)CCC(=CCc1c(OC)c(C)c2c(c1O)C(=O)OC2)C,training,0.0
O=C1N(N(c2ccccc2)C(=O)C1CC=C(C)C)c1ccccc1,training,0.0
Clc1ccc(C(O)c2ccc(OC(C(=O)O)(C)C)cc2)cc1,training,0.0
Clc1c(C2=NC(O)C(=O)Nc3c2cc(Cl)cc3)cccc1,training,0.0
O(C(c1ccccc1)c1ccccc1)C1CC2N(CC)C(C1)CC2,training,0.0
Clc1c(C(C(=O)OC)N2Cc3c(scc3)CC2)cccc1,training,0.0
O=C(CCC1C(=O)N(N(c2ccccc2)C1=O)c1ccccc1)C,training,0.0
O=C(OCCOCn1c2NC(N)=NC(=O)c2nc1)C(N)C(C)C,training,0.0
O=C(OC1CC2N3C(C1)CC(C(=O)C3)C2)c1c2c([nH]c1)cccc2,training,0.0
Fc1ccc(Cn2c(NC3CCNCC3)nc3c2cccc3)cc1,training,0.0
S(=O)(=O)(NC(=O)NC1CCCCC1)c1ccc(C(=O)C)cc1,training,0.0
O=C1C=C2C(C3C(=C)CC4(CC)C(O)(C#C)CCC4C3CC2)CC1,training,0.0
Clc1ccc(OC(=O)C(Oc2ccc(Cl)cc2)(C)C)cc1,training,0.0
O=C(NC(CO)C)C1C=C2c3c4c([nH]cc4CC2N(C)C1)ccc3,training,0.0
Clc1cc2C(c3c(F)cccc3)=NCc3n(c(C)nc3)-c2cc1,training,0.0
OC1C(CC)C2C3C(O)C45c6c(N(C)C4C(N1C3C5)C2)cccc6,training,0.0
Clc1cc2N=C(N3CCN(C)CC3)c3c(Nc2cc1)cccc3,training,0.0
Clc1c(NC(=O)c2c(O)ccc(Cl)c2)ccc([N+](=O)[O-])c1,training,0.0
O=C1C2Oc3c(O)ccc4c3C32C(O)(C(N(CC=C)CC3)C4)CC1,training,0.0
O=C(OCCN(CC)CC)C(O)(c1ccccc1)c1ccccc1,training,0.0
Oc1cc2c(cc1)CC1N(CC3CCC3)CCC32C1(O)CCCC3,training,0.0
ON=C1C=C2C(C3C(C4C(CC)(C(O)(C#C)CC4)CC3)CC2)CC1,training,0.0
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Oc2cc1)cccc3,training,0.0
OC1(C)C2(C)C(C3C(C4(C)C(Cc5[nH]ncc5C4)CC3)CC2)CC1,training,0.0
FC(F)(F)c1cc([N+](=O)[O-])c(C(=O)C2C(=O)CCCC2=O)cc1,training,0.0
O=C(OC(OC(=O)C(C)C)C)NCC1(CC(=O)O)CCCCC1,training,0.0
O=C1C(C#N)CC2(C)C3(OC13)CCC1C3C(C)(C(O)CC3)CCC21,training,0.0
N(C(Cc1ccccc1)C)CCC(c1ccccc1)c1ccccc1,training,0.0
Clc1ccc(OC(C(=O)N2C(C(=O)O)CSC2)(C)C)cc1,training,0.0
Clc1ccc(-c2c(CC(=O)O)sc(-c3ccccc3)n2)cc1,training,0.0
S(=O)(=O)(N)c1c(C(F)(F)F)cc2NCNS(=O)(=O)c2c1,training,0.0
Clc1cc2C(OCCN(C)C)=Cc3c(Sc2cc1)cccc3,training,0.0
O=C(NC1C(C(O)C(O)CO)OC(C(=O)O)=CC1NC(=N)N)C,training,0.0
Fc1c(N2CCN(C)CC2)cc2N(CC)C=C(C(=O)O)C(=O)c2c1,training,0.0
O=C(OCCOCCN(CC)CC)C1(c2ccccc2)CCCC1,training,0.0
O=C(OCC1C2(OC)N(C=3C(=O)C(C)=C(N)C(=O)C1=3)CC1NC21)N,training,0.0
Clc1ccc(C(=NCCCC(=O)N)c2c(O)ccc(F)c2)cc1,training,0.0
Clc1c(C2=NC(O)C(=O)N(C)c3c2cc(Cl)cc3)cccc1,training,0.0
O=C(Nc1noc(C)c1)C=1N(C)S(=O)(=O)c2c(C=1O)cccc2,training,0.0
S(=O)(=O)(Cc1cc2c(CCN(C)C)c[nH]c2cc1)N1CCCC1,training,0.0
Clc1ccc(OC(C(=O)OCc2nc(CO)ccc2)(C)C)cc1,training,0.0
O=C1C(CC=2C(=O)Oc3c(C=2O)cccc3)=C(O)c2c(O1)cccc2,training,0.0
FC12C3(C)C(=CC(=O)CC3)CCC1C1C(C)(C(O)(C)CC1)CC2O,training,0.0
O=C(OCCC)Cc1cc(OC)c(OCC(=O)N(CC)CC)cc1,training,0.0
S(=O)(=O)(N=C(N)CCSCc1nc(N=C(N)N)sc1)N,training,0.0
Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,training,0.0
O(C)c1c(OC)ccc(Cc2nccc3c2cc(OC)c(OC)c3)c1,training,0.0
O=C(NCCNCC(O)COc1ccc(O)cc1)N1CCOCC1,training,0.0
Oc1c2OC3C(=C)CCC4(O)C53c2c(cc1)CC4N(CC1CC1)CC5,training,0.0
O=C(NC(CO)CC)C1C=C2c3c4c([nH]cc4CC2N(C)C1)ccc3,training,0.0
O=C(OC(C(CN(C)C)C)(Cc1ccccc1)c1ccccc1)CC,training,0.0
O=C(N)C(CCN(C(C)C)C(C)C)(c1ncccc1)c1ccccc1,training,0.0
O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,training,0.0
O=C(N(CC)CC)NC1CN(C)C2C(c3c4c([nH]cc4C2)ccc3)C1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)C1(N)CCCCC1,training,0.0
O(C1(CO)C(O)C(O)C(CO)O1)C1C(O)C(O)C(O)C(CO)O1,training,0.0
O=C(C)C1(O)C2(C)C(C3C=C(C)C=4C(C)(C3CC2)CCC(=O)C=4)CC1,training,0.0
Clc1c(C2=NCc3n(c(C)nn3)-c3c2cc(Cl)cc3)cccc1,training,0.0
O=C(NCCN(CC)CC)c1c2c(nc(OCCCC)c1)cccc2,training,0.0
Clc1cc2C(N3CCN(C)CC3)=Nc3c(Sc2cc1)cccc3,training,0.0
O=CNc1c(O)ccc(C(O)CNC(Cc2ccc(OC)cc2)C)c1,training,0.0
O=C(Nc1nccc(C)c1)C(C)c1cc(C(=O)c2ccccc2)ccc1,training,0.0
O=C(OCC=1N(C)CCCN=1)C(O)(c1ccccc1)C1CCCCC1,training,0.0
O=C(OC1C2(C)C(C3C(C4(C)C(=CC(=O)CC4)CC3)CC2)CC1)CC,training,0.0
[SH0](=O)(Cc1c(C)c(OC)c(C)cn1)c1[nH]c2c(n1)cc(OC)cc2,training,0.0
O(CC(O)CNCCc1cc(OC)c(OC)cc1)c1cc(C)ccc1,training,0.0
O=[N+]([O-])c1c(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OC)cccc1,training,0.0
Clc1ccc(Cc2ccc(OC(C(=O)OCC)(CC)C)cc2)cc1,training,0.0
P(=O)(OCC1C(O)C(O)C(n2c3ncnc(N)c3nc2)O1)(O)O,training,0.0
O=C(NC1CCN(CCc2c3c([nH]c2)cccc3)CC1)c1ccccc1,training,0.0
S(=O)(=O)(NC(=O)NC(C)C)c1c(Nc2cc(C)ccc2)ccnc1,training,0.0
O=C1C23C(O)(C(O)C(CO)=CC1C1C(C)(C)C1CC2C)C(O)C(C)=C3,training,0.0
O=C(CO)C1C2(C)C(C3C(C(=O)C2)C2(C)C(CC(O)CC2)CC3)CC1,training,0.0
Fc1c(C(O)(C(C)c2c(F)cncn2)Cn2ncnc2)ccc(F)c1,training,0.0
O=C(O)Cc1c(C)n(C(=O)C=Cc2ccccc2)c2c1cc(OC)cc2,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)=C(C)CSC12)C(N)C1=CCC=CC1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)C(N)c1ccccc1,training,0.0
O=C(NC1C(=O)N2C(C(=O)O)C(C)(C)SC12)COc1ccccc1,training,0.0
Fc1c(N2CC(C)NCC2)c(F)cc2C(=O)C(C(=O)O)=CN(CC)c12,training,0.0
O=C(OCC)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,training,0.0
Clc1cc2C(c3ccccc3)=NCC(=O)N(CC(F)(F)F)c2cc1,training,0.0
Clc1c(OC)cc(OC)c2C(=O)C3(C(OC)=CC(=O)CC3C)Oc12,training,0.0
S(=O)(=O)(Nc1c(Oc2c(F)cc(F)cc2)cc2C(=O)CCc2c1)C,training,0.0
O=C(NC(CO)CC)C1C=C2c3c4c(n(C)cc4CC2N(C)C1)ccc3,training,0.0
O=C(OC(C(CC(N(C)C)C)(c1ccccc1)c1ccccc1)CC)C,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NC(CC(C)C)Nc2c1,training,0.0
IC=1C(=O)NC(=O)N(C2OC(CO)C(O)C2)C=1,training,0.0
O=C(OCC(OCn1c2NC(N)=NC(=O)c2nc1)CO)C(N)C(C)C,training,0.0
O=C(OC)C1(O)n2c3c(c4c2C2C(CC)(C1)CCCN2CC4)cccc3,training,0.0
O=C(OC)C1C(O)CCC2C1CC1N(C2)CCc2c3c([nH]c12)cccc3,training,0.0
O=C(O)CCCCCCC1C(=O)CC(O)C1C=CC(O)CCCCC,training,0.0
O=C(O)CCCC=CCC1C(C=CC(O)CCCCC)C(O)CC1O,training,0.0
O=C1C(CCCCCCCO)C(C=CCC(O)(CCCC)C)C(O)C1,training,0.0
Clc1c(S(=O)(=O)N)cc(C(=O)Nc2c(C)cccc2C)c(O)c1,training,0.0
S(=O)(=O)(Nc1sccn1)c1ccc(NC(=O)CCC(=O)O)cc1,training,0.0
Clc1c(N)cc(OC(C(=O)C)C)c(C(=O)NCCN(CC)CC)c1,training,0.0
BrCCC(=O)N1CCN(C(=O)CCBr)CC1,training,0.0
ClC(Cl)C(=O)NC(C(O)c1ccc(S(=O)(=O)C)cc1)CO,training,0.0
[SH0](=O)(C)c1ccc(C=C2C(C)=C(CC(=O)O)c3c2ccc(F)c3)cc1,training,0.0
O(CCc1ncc(CC)cc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,training,0.0
O=C1c2c(NCCN(CC)CC)ccc(CO)c2Sc2c1cccc2,training,0.0
O=C(OC1C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)CC1)CCCC,training,0.0
Oc1c(O)ccc(CCNCCCCCCNCCc2ccccc2)c1,training,0.0
O=S1(=O)N(C)C=2C(=O)N(c3ncccc3)C(=O)OC=2c2c1cccc2,training,0.0
S=C(N(CC(=O)O)C)c1c2c(c(C(F)(F)F)c(OC)cc2)ccc1,training,0.0
FC(F)(F)c1cc(CCCNC(C)c2c3c(ccc2)cccc3)ccc1,training,0.0
O(CCN(C)c1ncccc1)c1ccc(CC2C(=O)NC(=O)S2)cc1,training,0.0
ClCCN(CCCl)c1cc2nc(CCCC(=O)O)n(C)c2cc1,training,0.0
O=C(CO)C1(O)C2(C)C(C3C(C4(C)C(=CC(=O)C=C4)CC3)C(=O)C2)CC1,training,0.0
S(CC(N)C(=O)O)CCCCC=C(NC(=O)C1C(C)(C)C1)C(=O)O,training,0.0
Fc1c(C)c2C(=O)C(C(=O)O)=CN(C3CC3)c2cc1N1CC(C)NCC1,training,0.0
FCCOCCOCCOc1ncc(C=Cc2ccc(NC)cc2)cc1,training,0.0
ClCC1N(C)S(=O)(=O)c2c(N1)cc(Cl)c(S(=O)(=O)N)c2,training,0.0
O=[N+]([O-])c1cc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OC)ccc1,training,0.0
O=C(CO)C1(O)C2(C)C(C3C(C(=O)C2)C2(C)C(=CC(=O)CC2)CC3)CC1,training,0.0
O=C(O)CCCC=C1CC2C(C=CC(O)C(CC#CC)C)C(O)CC2C1,training,0.0
O=C(Oc1ccc(C(c2ncccc2)c2ccc(OC(=O)C)cc2)cc1)C,training,0.0
Clc1ccc(C(=O)NCCc2ccc(OC(C(=O)O)(C)C)cc2)cc1,training,0.0
P(=O)(OCN1C(=O)C(c2ccccc2)(c2ccccc2)NC1=O)(O)O,training,0.0
S(=O)(=O)(N)c1c(Oc2ccccc2)c(N2CCCC2)cc(C(=O)O)c1,training,0.0
Clc1ccc(OC(C(=O)OCCOC(=O)c2cnccc2)(C)C)cc1,training,0.0
