smiles,group,CYP3A4-inh
Fc1cc(C(=O)Nc2c(OC)ccc(C(=O)N)c2)ccc1,training,0.0
O(C)c1cc(C=2N=C3N=NNN3C(c3ccccc3)C=2)ccc1,training,0.0
Fc1ccc(C(=O)C2CCN(C(=O)Nc3ccc(OC)cc3)CC2)cc1,training,0.0
O=C(NCCN(C)C)c1c(C)c(C)sc1NC(=O)c1ccccc1,training,0.0
P(=O)(O)(O)CCC(N)(C(=O)O)C,training,0.0
O=C(O)C[n+]1ccccc1,training,0.0
S(=O)(=O)(N1CCCC1)c1ccc(-c2n(C)c(SCC(=O)N3CCCC3)nn2)cc1,training,0.0
O=C(NCc1sccc1)c1oc2nc3c(cc(OC)cc3)cc2c1,training,0.0
Oc1c(O)ccc(CCNC(CCc2ccc(O)cc2)C)c1,training,0.0
OCCCN=C1CCCCC1,training,0.0
Brc1c(OCC(=O)NCCN(C)C)ccc(CC)c1,training,0.0
O=C(O)CCC(=O)c1cc2c(cc(OC)cc2)cc1,training,0.0
O=C(O)C1NCC(C(=O)O)C1,training,0.0
O=C(Nc1ccc(OCC)cc1)c1ccc(OC)cc1,training,0.0
O=C(O)C(N)CCCCO,training,0.0
Clc1c(C(=O)O)cc(NC(=S)NC(=O)c2cc(OC)cc(OC)c2)cc1,training,0.0
Clc1cc(-c2oc(C(=O)Nc3c4nsnc4ccc3)cc2)ccc1,training,0.0
O=C(Oc1cc2OCC(=O)c2cc1)c1cc(OC)c(OC)c(OC)c1,training,0.0
O=C(NCCO)C(NC(=O)C=Cc1ccccc1)=Cc1occc1,training,0.0
N(C(Cc1ccccc1)C)(CC#C)C,training,0.0
S(CC)C1=NC(=O)C(c2c(NC(=O)C)cccc2)=NN1,training,0.0
S(=O)(=O)(N1CCC(C(=O)Nc2ccc(CC)cc2)CC1)C=1C(=O)NC(=O)NC=1C,training,0.0
O=C(O)c1c(C(=O)Nc2c3c(ccc2)cccc3)ccc(C(=O)O)c1,training,0.0
O=C(NCc1ccc(OCCN(C)C)cc1)c1cc(OC)c(OC)c(OC)c1,training,0.0
S(CC(=O)O)Cc1c2c(ccc1)cccc2,training,0.0
S=C1N(C)C(c2c(OCc3ccccc3)ccs2)=NN1,training,0.0
S(=O)(=O)(O)c1cc2N(C)C(=O)N(C)c2cc1,training,0.0
O=C(O)CN(CC1=C(O)C(=O)C=C(CO)O1)C,training,0.0
O=[N+]([O-])c1c(CN2CCN(CC)CC2)cc(OC)c(OC)c1,training,0.0
O=C(N1CCC2(CC1)CCN(Cc1sccn1)CC2)c1c(C)onc1C,training,0.0
BrC=1C(=O)OC=C(C(=O)N2CC(C)(C)CCC2)C=1,training,0.0
S=C(Nc1ccc(OC)cc1)Nc1ccccc1,training,0.0
Brc1cc(OC(=O)c2cnccc2)ccc1,training,0.0
O=C(CN1CCN(C)CC1)N1c2ncccc2NC(=O)c2c1cccc2,training,0.0
S(=O)(=O)(N)c1c(Oc2ccccc2)c(N2CCCC2)cc(C(=O)O)c1,training,0.0
O=C(OCCN(CC)CC)C(c1ccccc1)c1ccccc1,training,0.0
Clc1c(-c2c(C(F)(F)F)n(C)nc2)nn2C(C(F)(F)F)=CC(C)=Nc12,training,0.0
S(C(=N)N)CCN,training,0.0
O=C(N)CN1C(=O)CCC1,training,0.0
Oc1cc2c(CCN)c[nH]c2cc1,training,0.0
Clc1ccc(SCCOCCNC(C)C)cc1,training,0.0
O=C1N(C)c2n(-c3sc4c(c13)CCC4)cnn2,training,0.0
S(=O)(=O)(N1CCC(C(=O)NCCCN2CCN(Cc3ccccc3)CC2)CC1)N1CCCC1,training,0.0
O=C1N(Cc2ccccc2)C(=O)c2c(C)nn(-c3ccccc3)c2CC1(C)C,training,0.0
O=[N+]([O-])c1c(C(=O)NCCN2CCOCC2)cccc1,training,0.0
ON=C1C(O)C2(C)C(C3C(c4c(cc(O)cc4)CC3)CC2)C1,training,0.0
O=C(O)CC1C(C)(C)C(C(=NO)C)C1,training,0.0
O=C(NN=Cc1sccc1)Cc1n(C)ccc1,training,0.0
ClC(Cl)(Cl)C(O)N=C(SCN(C)C)N,training,0.0
O(C([O-])=Nc1on[n+](CCCC)c1)C,training,0.0
O=C([O-])C12C(C)(C)C(C)(C(=NO)C1)CC2,training,0.0
Clc1c(N2CCC(OC(=O)c3ccc(OC)cc3)CC2)ncc(C(F)(F)F)c1,training,0.0
O=C(O)Cc1c(C)n(C(=O)c2ccccc2)c2c1cc(OC)cc2,training,0.0
OC1C(O)C2c3c(cc4OCOc4c3)CN3C2C(=C1)CC3,training,0.0
O(C)c1ccc(C2CC(=O)C(=CNCCN3CCOCC3)C(=O)C2)cc1,training,0.0
Clc1cc(C=2C(=O)N(C)c3ncncc3N=2)ccc1,training,0.0
FC(F)(F)c1cc(C(F)(F)F)cc(C(=O)N2CCC3(CC2)CCN(CC(C)C)CC3)c1,training,0.0
O=C(O)C(N)CC(=O)c1c(N)c(O)ccc1,training,0.0
S=C1NC(=O)C(Cc2ccccc2)=NN1,training,0.0
Clc1ccc(C=2C(=O)N(C3CC3)c3nc(N(C)C)ncc3N=2)cc1,training,0.0
Clc1ccc(C=2C(=O)N(CCC#N)c3nc(N(C)C)ncc3N=2)cc1,training,0.0
Clc1c(Cl)c(Cl)c(O)c(Cl)c1Cl,training,0.0
Brc1sc(S(=O)(=O)NCC(=O)N2CCC(N3CCCCC3)CC2)cc1,training,0.0
O=C(OC)c1c(N)n(Cc2ccccc2)nn1,training,0.0
Fc1ccc(C=CC(=O)NCCC2=CCCCC2)cc1,training,0.0
O=C(OCc1ccccc1)NCC1CCC(C(=O)O)CC1,training,0.0
O(c1nc(N2CCOCC2)nc(N2CCOCC2)n1)C1=NNC(=O)C=C1,training,0.0
Nc1n(CC)c2c(n1)cccc2,training,0.0
O=C(N1CCC2(CC1)CCN(Cc1ccc(C#N)cc1)CC2)c1nnsc1,training,0.0
Clc1c(Cl)nc2nc(C(F)(F)F)n(CC(=O)OCC)c2n1,training,0.0
O=C(NCCNc1ncnc2c1cc(-c1ccc(C(=O)N(C)C)cc1)cc2)C,training,0.0
O(C)c1nc2N(c3ccccc3)C(=O)C(c3ccccc3)=Nc2cn1,training,0.0
O(C)c1ccc(N2C(=O)C(c3ccc(OC)cc3)=Nc3c2nc(N2CCN(C)CC2)nc3)cc1,training,0.0
Clc1n(C)nc(C(F)(F)F)c1C=NOC(=O)c1ccc(Cl)cc1,training,0.0
O=C(O)C1SC(NN=C(C)c2sccc2)=NC(=O)C1,training,0.0
Clc1n(C)nc(C(F)(F)F)c1C=NOC(=O)c1ccccc1,training,0.0
S(CC(=O)NC1CCCC1)c1n(CC)nnn1,training,0.0
Clc1ccc(C(=O)OC2CC3N(C)C(C2)CC3)cc1,training,0.0
O=C(O)c1c2c(C)nn(-c3ncccc3)c2nc(-c2ccc(OC)cc2)c1,training,0.0
O(Cc1n[nH]nn1)c1cc2OC(=O)C=C(CCC)c2cc1,training,0.0
S(CC(=O)O)c1n(N)c(COc2ccc(OC)cc2)nn1,training,0.0
O=C(N(CC)CC)N1CCN(C)CC1,training,0.0
O(CCCCCCC)C1(c2ccccc2)OC(=O)c2c1cccc2,training,0.0
O=C(NCc1oc(C)cc1)CN1C(=O)Oc2c1cccc2,training,0.0
O=C(NC=1C(=O)N2NC=NC2=NC=1C)CC12CC3CC(C1)CC(C2)C3,training,0.0
O=C(C(CCc1ncccc1)(C)C)C(C)C,training,0.0
Clc1ccc(NC(=O)Cn2c(CSc3ccc(C)cc3)nc3c2cccc3)cc1,training,0.0
O=[N+]([O-])c1cc(c(O)cc1)C1N(C)CCCN1C,training,0.0
O(C)c1cc2sc(NCN3C(=O)c4c(C3=O)cccc4)nc2cc1,training,0.0
O(C(C)C)CC(O)CN1CCNCC1,training,0.0
Clc1ccc(C2(O)CCN(CCC(C(=O)N(C)C)(c3ccccc3)c3ccccc3)CC2)cc1,training,0.0
FC(F)(F)c1cnc2c(c(C(=O)O)sc2c1)-c1ccccc1,training,0.0
O=C(NCCNc1ncnc2c1cc(-c1cocc1)cc2)C,training,0.0
O=C(OC)c1sc2N=C(N(C)P(=O)(N3CCOCC3)c2c1)c1ccccc1,training,0.0
O=C(O)C(C=CC=C(C)C1C(CC(=O)O)C(C(=O)O)NC1)C,training,0.0
O=C(NCCc1cc(O)c(O)cc1)C,training,0.0
Brc1c(C(=O)NCCCCCC(=O)O)cccc1,training,0.0
S(CC(=O)N1CCCC1)C=1N(CCCCCC(=O)O)C(=O)c2sccc2N=1,training,0.0
O=C(NCc1occc1)C1ON=C(c2cc(OC)c(OC)cc2)C1,training,0.0
O=C(Nc1nc(-c2ccccc2)[nH]n1)N,training,0.0
Fc1cc(NC(=O)N2CCC3(CCN(C(=O)OC)CC3)CC2)ccc1,training,0.0
O(C)c1cc(CN2C(=O)C(c3cc(C#N)ccc3)=Nc3c2nc(N2CCOCC2)nc3)ccc1,training,0.0
Clc1c(OCC)cc2C(C)=CC(=O)Oc2c1,training,0.0
O=C1N(C2CC2)c2nc(N3CCN(C)CC3)ncc2N=C1C,training,0.0
O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1ccc(OC)cc1)CC2,training,0.0
S(C(=N)N)C=CC(=O)O,training,0.0
O=C(OCC(NCCC)(C)C)c1ccccc1,training,0.0
Clc1c(C)n(CC(=O)NC=2C(=O)N(N(C)C=2C)c2ccccc2)nc1[N+](=O)[O-],training,0.0
O=C(C)N1S(=O)(=O)c2c(-c3c1ccc(OC)c3)cccc2,training,0.0
O=C(CC)N1CCN(C(=O)c2ccccc2)CC1,training,0.0
O=C(c1occc1)C1=C(O)C(=O)N(Cc2cnccc2)C1c1cc(OC)c(OC)cc1,training,0.0
O=C1C(=CNN(C)c2nc3c(cc2)cccc3)C=CC=C1,training,0.0
O=C(O)CN=C(C)c1ccccc1,training,0.0
Oc1cc2C3(C)C(C)C(N(CC=C)CC3)Cc2cc1,training,0.0
O(C)c1c(O)ccc(C2SCCCCCCCCCCSC(c3cc(OC)c(O)cc3)SCCCCCCCCCCS2)c1,training,0.0
O=C1OC(C=CCC(C)C)CC2OC(C(C)CC2)CC(OC)CC2OC(C1)CC(O)C2,training,0.0
[N+](CCCCCC[N+](C)(C)C)(C)(C)C,training,0.0
O(C)c1ccc(-c2nc3c(N(CC(O)CN4c5c(nc(C)c(C)c5)CCC4)CCC3)cc2)cc1,training,0.0
OC(CN(CC)CC)CN1c2c(nc(C)c(C)c2)CCCC1,training,0.0
O=C(NC1N(C(=O)C=Cc2ccccc2)CCC1)C(C)C,training,0.0
OC(CN1c2c(nc(C)c(C)c2)CCC1)CN1CCN(C)CC1,training,0.0
Nc1sc(c(-c2ccccc2)n1)-c1ccccc1,training,0.0
C(C)c1c2c(nc3OC(C)Cc13)cccc2,training,0.0
O=C(N1CCC(C(=O)NCCC2=CCCCC2)CC1)c1ccc(C(C)(C)C)cc1,training,0.0
OCCNCC(C)(C)C,training,0.0
Brc1cc(C=NNC(=O)COc2ccc(C(C)(C)C)cc2)c(OC(=O)c2occc2)cc1,training,0.0
Oc1c(CN2CCCCC2)cc(C)cc1CN1CCCCC1,training,0.0
N(CCCN1c2c3c(ccc2Sc2c1cccc2)cccc3)(C)C,training,0.0
S(=O)(=O)(O)C(=Cc1ccccc1)c1ccccc1,training,0.0
O=C1NC(=O)c2c(nc3c(cc(C)c(C)c3)c2)N1,training,0.0
Clc1c2[nH]c3nc4c(nc3c2cc(Cl)c1)cc(C)c(C)c4,training,0.0
O=C(O)c1c(-c2c(C(=O)O)nn(-c3ccccc3)n2)nn(-c2ccccc2)n1,training,0.0
O=C(Oc1cc([N+](C)(C)C)ccc1)N(C)C,training,0.0
O=C(O)c1oc2c(C(=NO)CCC2)c1,training,0.0
Oc1c2OC3C(O)CCC4(O)C53c2c(cc1)CC4N(CC1CCC1)CC5,training,0.0
S(N=O)CC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,training,0.0
S(N=O)C(C(NC(=O)C)C(=O)O)(C)C,training,0.0
O=C(NC1CCC(C)(C)CC1)C(N)CCC(=O)O,training,0.0
O=C(Nc1sc(CCN2CCCCC2)nn1)CCC,training,0.0
O=C(NNC(=O)CCc1ccccc1)COc1ccc(C)cc1,training,0.0
P(=O)(O)(O)CCP(=O)(O)O,training,0.0
O=C1OC(=O)C2C1C1OC2CC1,training,0.0
ON=C(N)C1Oc2c(OC1)cccc2,training,0.0
Clc1c(NC(=O)c2nn3C(C(F)F)=CC(C)=Nc3n2)cccn1,training,0.0
O=C(O)C(=CC(=O)O)CC(=O)O,training,0.0
O=C(O)CN(C(=O)C)c1c(C(=O)O)cccc1,training,0.0
O=[N+]([O-])c1c(C=CCN2CC(C)CCC2)cccc1,training,0.0
OCCN(CCO)C1C2(C)C(C3C(C4(C)C(=CC3)CC(O)CC4)CC2)CC1,training,0.0
S(C(C(=O)Nc1ccccc1)C)c1nc(N(C)C)nc(NCc2ccccc2)n1,training,0.0
O=C(O)C(C)C1C2(C)C(C3C(C4(C)C(=CC3)CC(OC(=O)C)CC4)CC2)CC1,training,0.0
O=C(O)C1(C)C2C(C)(C3C4(C(CN)CC(C(C)C)(C3)CC4)CC2)CCC1,training,0.0
OCC1C(O)C(O)C(N=Cc2cc3OCOc3cc2)C(O)O1,training,0.0
Clc1ccc(NC(=S)NNC(=O)c2n(C)nc(C)c2[N+](=O)[O-])cc1,training,0.0
O=C(O)c1c(C(=O)Nc2cc(C)c(C)cc2)cccc1,training,0.0
O=C(O)C(CC(=O)O)=C,training,0.0
O(C(c1ccccc1)c1ccccc1)CC#CC[N+]1(CC=C)CCOCC1,training,0.0
S(C(C(=O)N1CCOCC1)CC)c1c(C(=O)O)cccn1,training,0.0
O=C(O)C1C(C(=O)N2CCN(CC=Cc3ccccc3)CC2)C2C=CC1C2,training,0.0
O=C(C)C=1C(=O)NC(=O)N(C(CCCCCC)C)C=1,training,0.0
O=C(N)c1ccc(C2CCC(CCC)CC2)cc1,training,0.0
S(=O)(=O)([O-])C(CC[n+]1c(C)sc2c1cccc2)C,training,0.0
Clc1c(CC(C(=O)O)CC(=O)O)cccc1,training,0.0
N(CC(C)C)c1[nH]c2c(N)ncnc2n1,training,0.0
ClC1(Cl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C(C(=O)O)C2C(=O)O,training,0.0
S(=O)([O-])(=Nc1nc2c(nc1)cccc2)c1ccc(N)cc1,training,0.0
O=C(OC)c1oc(CNC(CC)C)cc1,training,0.0
O=C(Nc1c2c3c(cc1)CCc3ccc2)c1c(OC)cccc1OC,training,0.0
O=C(OCC)c1c(C)nc2c(c1-c1ccccc1)C(=O)CC(C)(C)C2,training,0.0
N(C)c1ncnc(-c2c(C)cccc2)c1,training,0.0
S(CCC(=O)Nc1ccc(OCC)cc1)c1sc(C)nn1,training,0.0
O=[N+]([O-])c1c(C)n(CC(=O)N2CCOCC2)nc1C,training,0.0
O=C(O)C=C1NC(=O)c2c1cccc2,training,0.0
S=C(NNC(=O)c1ccc(OC)cc1)NC(=O)c1occc1,training,0.0
S(CC(=O)N(C)c1ccccc1)c1c(C(=O)O)cccn1,training,0.0
O=[N+]([O-])c1c(C(C(=O)O)CC(=O)O)cccc1,training,0.0
S=C1NC(C)=C(C(=O)Nc2ccccc2)C(c2occc2)N1,training,0.0
O=C1N(c2ccccc2)C=C(C)C=C1,training,0.0
S(CC(=O)N)C=1N(N)C(=O)c2c(sc(-c3ccccc3)c2)N=1,training,0.0
O=C(NCC1N(CC)CCC1)C(=O)Nc1c(OCC)cccc1,training,0.0
O=[N+]([O-])c1c(C#N)cc2nc([O-])c([O-])nc2c1,training,0.0
Clc1c2c3c(C(=O)N(O)C(=O)c3ccc2)cc1,training,0.0
OC(C(NCCc1ccc(O)cc1)C)c1ccc(O)cc1,training,0.0
[N+](CC)(CC)(CC)CC,training,0.0
O=[N+]([O-])c1c2n(CCCN(C)C)c(C)nc2ccc1,training,0.0
Clc1c(Cl)cc2ncn(CCCN(C)C)c2c1,training,0.0
O=C1Nc2c(O)ccc(C(O)C(NC(C)C)CC)c2C=C1,training,0.0
O(C)c1c(Oc2cc3C(=O)N(c4ccc(C)cc4)C(=O)c3cc2)cccc1,training,0.0
O=C(Nc1c(C)n(CC)nc1C)C=Cc1c(C)n(C)nc1,training,0.0
Clc1sc(C2C(C#N)=C(N)OC(c3ccccc3)=C2C(=O)OCC)cc1,training,0.0
O=C(NCCCN(CCC)CCC)c1cc2N(CC)C(=O)c3c([SH0](=O)c2cc1)cccc3,training,0.0
Ic1c(N(C(=O)C)C)c(I)c(C(=O)NC2C(O)C(O)C(CO)OC2O)c(I)c1NC(=O)C,training,0.0
Clc1cc(NN=Cc2ccc(N3CCOCC3)cc2)ccc1,training,0.0
FC(F)(F)c1cc([N+](=O)[O-])c(Oc2cc3OC(=O)C4=C(c3cc2)CCCC4)cc1,training,0.0
O=[N+]([O-])c1n2c(nc1)C=CC(C)=C2,training,0.0
FC(F)(F)c1cc(C(F)(F)F)cc(C(=O)N2CCC3(CN(Cc4ccc(C#N)cc4)C3)CC2)c1,training,0.0
OC(CNC(C)C)c1cc(O)c(O)cc1,training,0.0
BrC=1C2(OCCCO2)C2OC2C(=C)C=1,training,0.0
O=C1N(C)C(=O)OC1(C)C,training,0.0
O(C)c1ccc(N2C(=O)C(c3ccc(OC)cc3)=Nc3c2nc(N2CCNCC2)nc3)cc1,training,0.0
Clc1c(-c2c(C(=O)Nc3scc(CC(=O)OCC)n3)c(C)on2)c(Cl)ccc1,training,0.0
O=C(N1CCN(C=2NC(=O)N(C(=O)C=2)C2CCCCC2)CC1)c1occc1,training,0.0
S(=O)(=O)(NCc1c(OC)cccc1)c1cc2C(=O)C(C(=O)O)=CNc2cc1,training,0.0
O=C1Nc2c(C(=O)CCCC1)cccc2,training,0.0
P(=O)(O)(O)CCN,training,0.0
O=C(OC)C(C(=O)OC)C1CC(=O)CCC1,training,0.0
Clc1c(Cn2c(C)c(NC(=O)c3c(-c4ccccc4)nn(-c4ccccc4)c3)c(C)n2)c(Cl)ccc1,training,0.0
Fc1cc(F)cc(C=2C(=O)N(CCC#N)c3nc(NCC)ncc3N=2)c1,training,0.0
O=C(NC(C)C)N1CC2(C1)CCN(C(=O)c1n(C)ccc1)CC2,training,0.0
O=C(N1CCC2(CN(c3ncccn3)CCC2)CC1)c1n(C)ccc1,training,0.0
O=C1Nc2c(sc(C)c2)CCCC1,training,0.0
O=[N+]([O-])c1cc(CC(N)C(=O)O)ccc1,training,0.0
O=C1N=C(N)N(O)c2nc[nH]c12,training,0.0
O=C(O)c1c(NCCCN(C)C)c2c(n(C)nc2)nc1,training,0.0
Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,training,0.0
O(C(O)=C1C(C)=C(CC)C(=O)NC1=O)CC,training,0.0
Clc1ccc(C(N2CCN(Cc3ccc(C(C)(C)C)cc3)CC2)c2ccccc2)cc1,training,0.0
O=C(O)C(=Cc1ccc(O)cc1)c1c2c(ccc1)cccc2,training,0.0
C(C(c1c2c(c3c(cc2)cccc3)ccc1)c1ccccc1)(c1c2c(c3c(cc2)cccc3)ccc1)c1ccccc1,training,0.0
O=C(O)C=Cc1c(OC)cc(C)cc1OC,training,0.0
N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2)cc1,training,0.0
O=C(O)CCCCc1[nH]c2C(=O)N(C)C(=O)N(C)c2n1,training,0.0
O=[N+]([O-])c1ccc(-c2c(-c3ccc(OC)cc3)nc(NC(=O)c3ccccc3)s2)cc1,training,0.0
S(CC(=O)OC)c1n(c(C)nn1)-c1cc(OC)ccc1,training,0.0
Clc1ccc(SCC(=O)Nc2cc(F)c(N3CCN(c4ccccc4)CC3)cc2)cc1,training,0.0
O=C(Nc1cnccc1)C1Oc2c(OC1)cccc2,training,0.0
Brc1c(OC)ccc(C(=O)NC(=S)NC(C)C)c1,training,0.0
O=C(NN=CC=Cc1ccccc1)c1oc2c(c3c(cc2)cccc3)c1,training,0.0
O=C(OC1CC2N(C)C(C1)CC2)c1cc(OC)c(O)cc1,training,0.0
Clc1cc(C(F)(F)F)c(NC(=O)c2ccc(Cl)cc2)cc1,training,0.0
S(=O)(=O)(NC(=O)Nc1sc(C(C)(C)C)nn1)c1ccccc1,training,0.0
O=[N+]([O-])c1cc(-c2nc(N)nc(-c3nc(N)nc(-c4cc([N+](=O)[O-])ccc4)c3)c2)ccc1,training,0.0
Nc1nc(-c2nc(N)nc(-c3cnccc3)c2)cc(-c2cnccc2)n1,training,0.0
Nc1nc(-c2nc(N)nc(-c3cc4c(cc3)cccc4)c2)cc(-c2cc3c(cc2)cccc3)n1,training,0.0
Nc1nc(-c2nc(N)nc(-c3c4c(ccc3)cccc4)c2)cc(-c2c3c(ccc2)cccc3)n1,training,0.0
Fc1ccc(COc2cc3C(=O)COc3cc2)cc1,training,0.0
O=C1N(c2ccccc2)c2n(c(C)nn2)-c2sc(C)c(C)c12,training,0.0
O=C(O)C(N)CC(C)C,training,0.0
Clc1cc2nc(N)oc2cc1,training,0.0
Brc1c(C[N+](CC)(C)C)cccc1,training,0.0
O=C(NCc1ncccc1)C1=C(C)OC(=O)C=C1C,training,0.0
S(CC(=O)OC)c1nc(-c2ncccc2)nc(C(F)(F)F)c1,training,0.0
O=C(NCc1occc1)CN1C(=O)c2oc3c(c2N=C1)cccc3,training,0.0
O=C(OCc1ccccc1)NC(C(=O)O)C(C)C,training,0.0
S=C(N(CC=C)CC=C)Nc1ccccc1,training,0.0
FC(F)(F)c1nc(-c2ncccc2)nc(NC(C)C)c1,training,0.0
Clc1c(N2CCC(=NOCc3ccc(Cl)cc3)CC2)ncc(C(F)(F)F)c1,training,0.0
O(N=C1C2OC2C(O)C2N3C(=O)N(c4ccccc4)C(=O)N3CCC12)CC(C(OCc1ccccc1)C(C)C)C,training,0.0
O=C(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(ON=C2C3OC3C(O)C3N4C(=O)N(c5ccccc5)C(=O)N4CCC23)O1)C,training,0.0
O(N=CC(C(OCc1ccccc1)C(C)C)C)C(CN1c2c(nc(C)c(C)c2)CCC1)C,training,0.0
O=C(OCC1C(OC(=O)C)C=CC(CCON=CC(C(OCc2ccccc2)C(C)C)C)O1)C,training,0.0
O(N=CC(C(OCc1ccccc1)C(C)C)C)CC(O)C1C(O)C2OC(C)(C)OC2O1,training,0.0
O=C(OCC1C(OC(=O)C)C(OC(=O)C)C(OC(=O)C)C(ON=CC(C(OCc2ccccc2)C(C)C)C)O1)C,training,0.0
Clc1c(C(Nc2scnn2)Nc2scnn2)c(Cl)ccc1,training,0.0
O=C(OC)CCC(=O)Nc1c2c(ccc1)cccc2,training,0.0
S(=O)(=O)(N(C)c1ccc(C(=O)NCC2OCCC2)cc1)c1ccccc1,training,0.0
O=C(NCCN1CCN(Cc2ccccc2)CC1)C1CN(C(=O)C1)C1CCCC1,training,0.0
S(=O)(=O)(N1CCC(C(=O)NCC2OCCC2)CC1)N1CCCC1,training,0.0
O=C(N1CCC2(CN(C)CCC2)CC1)c1n(C)ccc1,training,0.0
S=C1N(C)C(=O)C(=Cc2c(OCc3c(F)cccc3)cccc2)N1,training,0.0
Brc1cnc2n3C(=O)C(=Cc4oc(-c5c(C(=O)O)cccc5)cc4)Sc3nc2c1,training,0.0
P(=O)(Oc1c(C(=O)O)cccc1)(O)O,training,0.0
[N+](N=C(C(C)C)c1ccccc1)(C)(C)C,training,0.0
O=C(OCC)c1c(NC(=O)C2C(C(=O)O)CC=CC2)scc1-c1ccc(C)cc1,training,0.0
S(CC(=O)N1C(C)CCCC1C)c1n(CCCOC)c(CCC)nn1,training,0.0
O=C(Nc1ccccc1)C1(C)C(C)(C)C(C(=O)OC)CC1,training,0.0
O(C)C1=C(C#N)C(=O)N(C)C=C1,training,0.0
FC(F)(F)c1nc(N2CCN(C(=O)OCC)CC2)nc(-c2occc2)c1,training,0.0
O=C(NN=Cc1cc(OCC)c(OC(=O)c2ccccc2)cc1)CNc1cc(C)ccc1,training,0.0
O=C1N(C(C)(C)C)C(=O)C2C1C1C(O)C=CC(=O)C1CC2,training,0.0
O=C1N(C(=O)C2C1C1C(O)C=CC(=O)C1CC2)C1CCCCC1,training,0.0
O=C1N(CC)C(=O)C2C1C1C(O)C3OC3C3(OCCCO3)C1=CC2,training,0.0
O=C1N(CC)C(=O)C2C1C1C(O)C=CC(=O)C1CC2,training,0.0
OC1C=C(C=C)C2(OCCCO2)C2OC12,training,0.0
O=C1N(C(C)c2ccccc2)C(=O)C2C1C1C(O)C(O)CC(=O)C1CC2,training,0.0
O=C(NC(C)C)COC(=O)c1ncc(C)nc1,training,0.0
O=C(O)CCCc1cc2c3c(ccc2cc1)cccc3,training,0.0
OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,training,0.0
Clc1ccc(Cn2ncc(NC(=O)c3ccc([N+](=O)[O-])cc3)c2)cc1,training,0.0
O=S1(=O)N(C)c2c(-c3c1cccc3)cc(OC)cc2,training,0.0
O=C1C(C#N)=C(c2ccccc2)N=C2SCCN12,training,0.0
O=C(O)c1ccc(N2C(=O)c3[nH]nc(-c4ccccc4)c3C2c2cc(OC)ccc2)cc1,training,0.0
Clc1c(C(=O)Oc2nc(C)nc(C)c2)ccc(Cl)c1,training,0.0
O=C(OC1CC2[N+]([O-])(C)C(C3OC23)C1)C(CO)c1ccccc1,training,0.0
O=C1OC23C(=C1)C=CC(N1C2CCCC1)C3,training,0.0
O=C(OCCN(C)C)C(c1ccccc1)C1(O)CCCC1,training,0.0
O(C1C(O)(CO)C(C)OC1OC1C(O)C(O)C(N=C(N)N)C(O)C1N=C(N)N)C1C(NC)C(O)C(O)C(CO)O1,training,0.0
O=C(NC1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(C(=O)N)cc3)CSC12)Cc1sccc1,training,0.0
S(=O)(=O)([O-])CCNC(=O)CCC(C)C1C2(C)C(O)CC3C4(C)C(CC(O)C3C2CC1)CC(O)CC4,training,0.0
C(CC1NCCCC1)(C1CCCCC1)C1CCCCC1,training,0.0
[As](=O)(O)(O)c1c(O)cc(N=Nc2c(N)nc(N)nc2N)cc1,training,0.0
O=[N+]([O-])c1cc(C=NNC(=O)c2oc3c(c4c(cc3)cccc4)c2)ccc1,training,0.0
O(c1nc2N(C(=O)C(c3sccc3)=Nc2cn1)C1CC1)c1ccccc1,training,0.0
FC(F)(F)c1cc(C(F)(F)F)cc(CN2CC3(C2)CCN(C(=O)c2occc2)CC3)c1,training,0.0
Clc1cc(Cc2c(O)ccc(Cl)c2)c(O)c(Cc2c(O)ccc(Cl)c2)c1,training,0.0
N(Cc1c(-c2ncnc(NC)c2)cccc1)(C)C,training,0.0
O=C1N(c2ccccc2)C(=O)NC(=O)C1=C(NCc1occc1)C,training,0.0
S(CCNC(NC)=C[N+](=O)[O-])Cc1nc(CN(C)C)sc1,training,0.0
Fc1ccc(C(=O)C(C(=O)N2CCN(C)CC2)N2C(=O)C=CC=C2)cc1,training,0.0
Nc1nc(-c2c(C)[nH]c3c2cccc3)cc(-c2nc(N)nc(-c3c(C)[nH]c4c3cccc4)c2)n1,training,0.0
O=C(NNC=1NC=2N(C)C(=O)N(C)C(=O)C=2C(=O)C=1)CC,training,0.0
O=C(N1CCC2(CN(C)CCC2)CC1)c1ccncc1,training,0.0
O=C1N(CC2OCCC2)c2nc(N(C)C)ncc2N=C1c1cc(C#N)ccc1,training,0.0
O=C(OC1C(=O)OCC1)c1c2c(nc(C)c1)cccc2,training,0.0
O=[N+]([O-])c1c(N2CCCC2)cc(N2CCCC2)cc1,training,0.0
O=C1C(c2n(C)c3c(n2)cccc3)=C(N)N(c2cc(C)ccc2)C1,training,0.0
