smiles,group,Pgp-sub
O=[N+]([O-])c1cc2sc(N/N=C/c3ccc(O)cc3)nc2cc1,training,0.0
O=Nc1c2c(c(O)cc1)nccc2,training,0.0
O=[N+]([O-])c1ccc(C(Nc2ccccc2)c2c(O)c3ncccc3cc2)cc1,training,0.0
Clc1ccc(NC(=O)N(O)C2N(c3ccc(Cl)cc3)C(=O)N(CC(O)=N/N=C/C=C/c3oc([N+](=O)[O-])cc3)C2(C)C)cc1,training,1.0
N(CCCCNc1c2[nH]c3c(c2[n+](C)c2c1cccc2)cccc3)(CC)CC,training,1.0
N(c1c2[nH]c3c(c2[n+](C)c2c1cccc2)cccc3)C1CCNCC1,training,1.0
FC(F)(F)c1nccc(Nc2c(OC)ccc(C(O)=N/N=C/c3c(O)cc(O)cc3)c2)c1,training,1.0
C(CCCCC)CCCCn1c[n+](C)cc1,training,1.0
[P+](CCCCCCCCCCCCCC)(CCCCCC)(CCCCCC)CCCCCC,training,1.0
[P+](CCCCOC1CC(C)(C)N(O)C(C)(C)C1)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
O=C(/C=C/c1cc(OC)c(OCCCOc2c(OC)cc3C(=O)N4[C@H](C=Nc3c2)CCC4)cc1)N1CCN(C(=O)c2cc(OC)c(OC)c(OC)c2)CC1,training,1.0
O=C1c2c(NCC/N=C/c3c(O)cccc3)cccc2C(=O)c2c1c(NCC/N=C/c1c(O)cccc1)ccc2,training,1.0
[P+](CCCCCCCCCCC=1C(=O)C(OC)=C(OC)C(=O)C=1C)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
F[C@H]1CN2C(=O)c3c(N=C[C@@H]2C1)cc(OCCCN1CCN(CCCOc2c(OC)cc4C(=O)N5[C@H](C=Nc4c2)C[C@@H](F)C5)CC1)c(OC)c3,training,1.0
O=C(/C=C/c1cc(OC)c(OCCCOc2c(OC)cc3C(=O)N4[C@H](C=Nc3c2)CCC4)cc1)c1c(C)nc2c(c1C)cccc2,training,1.0
O(CCCCCn1c(-c2occc2)nc2c1cccc2)c1c(OC)cc2C(=O)N3[C@H](C=Nc2c1)CCC3,training,1.0
ClN=C(N)c1ccc(OCCN(S(=O)(=O)c2ccc(C)cc2)CCOc2ccc(C(=NCl)N)cc2)cc1,training,1.0
Fc1ccc(NC(=O)C2=C(C(O)=Nc3c(OC)cccc3)N3C(=O)C=C(CCC)N=C3S2)cc1,training,1.0
O(CCCCCN1CCN(c2ncnc3c2cccc3)CC1)c1c(OC)cc2C(=O)N3C(C=Nc2c1)CCC3,training,1.0
Fc1ccc(C(=O)N[C@H]([C@@H](O)C(=O)O[C@@H]2C(C)=C3[C@@H](C(=O)OC)C(=O)[C@]4(C)[C@@H](O)C[C@@H]5[C@](OC(=O)C)([C@H]4[C@H](OC(=O)c4ccccc4)[C@@](O)(C3(C)C)C2)CO5)c2ccccc2)cc1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(CCCN)C=3c4c(C(=O)C2=3)cc(N)cc4)c1,training,1.0
C(C[n+]1c2-c3c(cc4OCOc4c3)Cc2c2c(c1)cc1OCOc1c2)C,training,1.0
N(CCCN=C1Nc2c(-c3[nH]c4c(c13)cccc4)cccc2)(CCCN)C,training,1.0
O(CCCCCN1CCN(C=2c3c(c(C)c(OC)cc3)OC(=O)C=2)CC1)c1c(OC)cc2C(=O)N3[C@H](C=Nc2c1)CCC3,training,1.0
O(CCCN1CCN(C=2c3c(c(C)c(OC)cc3)OC(=O)C=2)CC1)c1c(OC)cc2C(=O)N3[C@H](C=Nc2c1)CCC3,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(CCCNCCCNCCCN3C(=O)c4c(cc(OC)c(OC)c4)C=4C(=O)c5c(cccc5)C3=4)C=3c4c(C(=O)C2=3)cccc4)c1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(CCNCCCNCCN3C(=O)c4c(cc(OC)c(OC)c4)C=4C(=O)c5c(cccc5)C3=4)C=3c4c(C(=O)C2=3)cccc4)c1,training,1.0
Clc1c([N+](=O)[O-])cc(-c2c(/C=N/NC(=N)N)n3c(n2)C=CC=C3)cc1,training,1.0
ClC=1Sc2n(c(/C=N/NC3=NCCN3)c(-c3c(OC)cc([N+](=O)[O-])c(OC)c3)n2)C=1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(CCCN)C=3c4c(/C(=C\CCN)/C2=3)cc2OCOc2c4)c1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(C)C=3c4c(/C(=C\CNCCCN)/C2=3)cc2OCOc2c4)c1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(C)C=3c4c(/C(=C\[C@@H](N)CCCCN)/C2=3)cc2OCOc2c4)c1,training,1.0
O=C(OC1C(OC)C(CO)OC(n2c3c4[nH]c5c(c4c4C(O)=NC(=O)c4c3c3c2cccc3)cccc5)C1O)C(N)CCCCN,training,1.0
O=C1c2c(NCCN)c3c(CN(C)C)c[nH]c3c(NCCN)c2C(=O)c2c1cccc2,training,1.0
O(CCCCCN1CCN(CCCCCOc2c(OC)cc3C(=O)C4[C@H](C=Nc3c2)CCC4)CC1)c1c(OC)cc2C(=O)C3[C@H](C=Nc2c1)CCC3,training,1.0
N(=C(N)c1ccc(N2CCN(c3ccc(C(=NCCCC)N)cc3)CCC2)cc1)CCCC,training,1.0
Fc1cc2-c3c(C=C4C=CC(=[N+](C)C)C=C4)c4c(n3N(C)c2cc1)cccc4,training,1.0
O(C)c1cc2N(C)n3c4c(c(C=C5C=CC(=[N+](C)C)C=C5)c3-c2cc1)cccc4,training,1.0
[N+](C)(C)=C1C=CC(=Cc2c3c(n4N(C)C(c5ccccc5)=Cc24)cc(C)cc3)C=C1,training,1.0
N(=C(N)c1ccc(N2CCN(c3ccc(C(=NCc4ccccc4)N)cc3)CC2)cc1)Cc1ccccc1,training,1.0
O(C)c1c(OC)cc2c(C(=O)N(CCCNCCNCCN)C=3c4c(C(=O)C2=3)cc2OCOc2c4)c1,training,1.0
O=C1c2c(NCCNCCO)c3[nH]ccc3c(NCCNCCO)c2C(=O)c2c1cccc2,training,1.0
O=C1c2c(NCCN)c3[nH]ccc3c(NCCN)c2C(=O)c2c1cccc2,training,1.0
O=[N+]([O-])c1cc(-c2c(C=NNC(=N)N)n3c(SC=C3)n2)ccc1,training,1.0
O(C)c1c(C)c(OC)c2c([C@H](CN=C(O)c3nc4c(nc3)cccc4)N3[C@@H](C#N)[C@H]4N(C)[C@@H]([C@@H]3C2)c2c(O)c(OC)c(C)c(OC)c2C4)c1O,training,1.0
[N+](C)(C)=C1C=CC(=Cc2c3c(n4N(C)C5=C(c24)CCCC5)cccc3)C=C1,training,1.0
c1(-c2sc(-c3ccc(C4=NCCN4)cc3)cc2)sc2c(n1)ccc(C1=NCCN1)c2,training,1.0
N#C/C=C/1\c2[n+](n(C)c3c2cccc3)-c2c\1cccc2,training,1.0
O=C(OC)/C=C/1\c2[n+](n(C)c3c2cccc3)-c2c\1cccc2,training,1.0
O(CCCCCOc1c(OC)cc2C(=O)N3[C@H](C=Nc2c1)CCC3)c1c(OC)cc2C(=O)N3[C@H](C(O)=Nc2c1)CCC3,training,1.0
O=C(NCCN(CCNC(=O)c1n[nH]c2c1ccc1c2cccc1)C)c1n[nH]c2c1ccc1c2cccc1,training,1.0
O(C)c1ccc(-c2nc3Sc4c(-n3c2)ccc(C)c4)cc1,training,1.0
C(CCCCCCCC)CCCCCCC[n+]1c(C)n(Cc2ccccc2)cc1,training,1.0
O(C)c1cc2n3N(C)C(c4ccccc4)=Cc3c(C=C3C=CC(=[N+](C)C)C=C3)c2cc1,training,1.0
O=C(O[C@H]1C(=O)O[C@H]2[C@@]34[C@@H]1[C@](C(=O)OC)([C@@H](O)[C@H](O)[C@@H]3[C@]1(C)[C@H](C(C)=C(OC(=O)C)C(=O)C1)C2)OC4)C=C(C)C,training,1.0
O(C)c1c(C2CC=3C(=NC4=NC(=N)NC(N)=C4C=3)CC2)cc(OC)cc1,training,1.0
Fc1cc2c([n+](C)c-3c4c2cc(C)cc4N(C)c2c-3cc(F)cc2)cc1,training,1.0
ClCC1c2c3c(c(O)cc2N(C(=O)CCCCCCC(=O)N2c4c(C(CCl)C2)c2c(c(O)c4)cc(N=C(O)C)cc2)C1)cc(N=C(O)C)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(=O)CCCCCC(=O)N2c4c(C(CCl)C2)c2c(c(O)c4)cc(N=C(O)C)cc2)C1)cc(N=C(O)C)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(=O)CCCCC(=O)N2c4c(C(CCl)C2)c2c(c(O)c4)cc(N=C(O)C)cc2)C1)cc(N=C(O)C)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(=O)CCCC(=O)N2c4c(C(CCl)C2)c2c(c(O)c4)cc(N=C(O)C)cc2)C1)cc(N=C(O)C)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(OC(C)(C)C)=O)C1)cc(N=C(O)CCCCCCC(=O)N1c2c(C(CCl)C1)c1c(c(O)c2)cc(N=C(O)C)cc1)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(OC(C)(C)C)=O)C1)cc(N=C(O)CCCCCC(=O)N1c2c(C(CCl)C1)c1c(c(O)c2)cc(N=C(O)C)cc1)cc3,training,1.0
ClCC1c2c3c(c(O)cc2N(C(OC(C)(C)C)=O)C1)cc(N=C(O)CCCC(=O)N1c2c(C(CCl)C1)c1c(c(O)c2)cc(N=C(O)C)cc1)cc3,training,1.0
N(C)(C)c1nc(-c2ccc(C3=NC(C)CN3)cc2)nc(-c2ccc(C3=NC(C)CN3)cc2)n1,training,1.0
N(C)(C)c1nc(-c2cc(C3=NCC(C)N3)ccc2)nc(-c2cc(C3=NCC(C)N3)ccc2)n1,training,1.0
O=[N+]([O-])c1cc2C(=O)c3c(NCCCN(CCCNc4c5C(=O)c6c(Nc5c(C(O)=NCCN(C)C)cc4)ccc([N+](=O)[O-])c6)C)ccc(C(O)=NCCN(C)C)c3Nc2cc1,training,1.0
O=C1c2c(NCCCN(CCCNc3c4C(=O)c5c(Nc4c(C(O)=NCCN(C)C)cc3)cccc5)C)ccc(C(O)=NCCN(C)C)c2Nc2c1cccc2,training,1.0
O(C)c1cc2c(Nc3c(C(O)=NCCCN(CCCN=C(O)c4c5Nc6c(cc(OC)cc6)Cc5c(NCCN(C)C)cc4)C)ccc(NCCN(C)C)c3C2)cc1,training,1.0
OC(=NCCCN(CCCN=C(O)c1c2Nc3c(-c4nn(CCN(C)C)c(c24)cc1)cccc3)C)c1c2Nc3c(-c4nn(CCN(C)C)c(c24)cc1)cccc3,training,1.0
N(Cc1ncccc1)C1CC(NCc2ncccc2)CC(NCc2ncccc2)C1,training,1.0
O=[N+]([O-])c1ccc(-c2c(/C=N/NC(=N)N)n3c(SCC3)n2)cc1,training,1.0
C(N1CCN2CCN(Cc3ccccc3)CCN(CC1)CC2)c1ccccc1,training,1.0
O=C(CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2N=C(O)c3c(O)c4OCOc4cc3[C@@H]12)CC(O)C,training,1.0
[P+](CCC[P+](c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
[N+](C)(C)=C1C=CC(=Cc2c3c(n4N(C)C(/C=C/c5ccccc5)=Cc24)cccc3)C=C1,training,1.0
O(C)[C@H]1[C@@H](C[C@H](O)CN)O[C@@H]2[C@@H]1CC(=O)C[C@@H]1O[C@@H]3[C@@H]4O[C@@]5(O[C@@H]6[C@H](O[C@H]3CC1)[C@H]4O[C@H]6C5)CC[C@@H]1O[C@H](C(=C)C1)CCC1O[C@@H](C(=C)[C@H](C)C1)C2,training,1.0
O(C)c1c(OC)cc2c(c3c4[n+](c2)CCc4cc(OC)c3)c1,training,1.0
ClCc1n(C)c2C(=O)C(O)=C(c3[nH]c4nc(N5CCN(C)CC5)ccc4n3)C(=O)c2n1,training,1.0
O=C1N(CCCNCCCNCCCCNCCCN2C(=O)c3c4c(ccc3)cccc4C2=O)C(=O)c2c3c(cccc13)ccc2,training,1.0
O=C1N(CCCNCCCCNCCCN2C(=O)c3c4c(ccc3)cccc4C2=O)C(=O)c2c3c(cccc13)ccc2,training,1.0
S(=O)(=O)(Nc1ccc(N=C2c3c4c([nH]cc4)ccc3NC=C2)cc1)C,training,1.0
O=C(/C=C/c1cc(OC)c(O)c(OC)c1)CC(=O)/C=C/c1cc(OC)c(O)c(OC)c1,training,1.0
O(C)c1c(OC)cc2c(c3c([n+](CCC)c2)-c2c(cc4OCOc4c2)C3)c1,training,1.0
O(C)c1cc2c([nH]c3c(C)c4C(=NCCCN(CC)CC)NN=Cc4cc23)cc1,training,1.0
O(C)c1cc2c([nH]c3c(C)c4c(c(NCCCN(CC)CC)nnc4)cc23)cc1,training,1.0
S(C)C=1C(=O)C=C2[C@@H](N=C(O)C)CCc3c(c4nc5c(nc4c(OC)c3)cccc5)C2=CC=1,training,1.0
O=[N+]([O-])c1c2C(=NCCNCCN=C(O)CCC(N=C(O)C(N=C(O)C(N)CCCC(N)C(=O)OC)C)C(O)=N)c3c(Nc2ccc1)cccc3,training,1.0
N(C)(C)c1ccc(C=CC=C2c3[n+](n(C)c(-c4ccccc4)c3)-c3c2cccc3)cc1,training,1.0
[O+](C)=C1C(=Cc2c3c(n4N(C)C(c5ccccc5)=Cc24)cccc3)C=CC(N(C)C)=C1,training,1.0
P(CC1C(CP(c2ccccc2)c2ccccc2)OC(C)(C)O1)(c1ccccc1)c1ccccc1,training,1.0
O=C(C=C(C)C)C[C@H]1C(=O)O[C@H]2[C@]34[C@@H]1[C@@H](C)[C@@H](O)[C@](O)(OC3)[C@@H]4[C@@]1(C)[C@H](O)C(=O)C=C(C)[C@@H]1C2,training,1.0
O=C1c2c(NCCCN3CCN(CCCN)CC3)ccc3ncn(c23)-c2c1cccc2,training,1.0
[O+]=C(OCC)C1=C(C)[N-]C(C)=C(C(=O)OCC)C1c1c[n+](CCCCCCCCC)ccc1,training,1.0
ClCC1c2c3c(c(N)cc2N(C(=O)c2nn(C)c(NC(=O)c4nn(C)c(N=C(O)C)c4)c2)C1)cccc3,training,1.0
[N+]#CC=1C(=NCCCn2cncc2)c2c(N3c4c(N(C)C=13)cccc4)cccc2,training,1.0
[N+]#CC=1C(=NCCCN2CCOCC2)c2c(N3c4c(N(C)C=13)cccc4)cccc2,training,1.0
S(=O)(=O)(c1ccc(NC2=NC(c3c(O)cccc3)(c3ccc(O)cc3)c3c2cccc3)cc1)c1ccc(NC2=NC(c3c(O)cccc3)(c3ccc(O)cc3)c3c2cccc3)cc1,training,1.0
N(C)(C)c1ccc(C=Cc2n([n+](C)c(-c3ccccc3)c2)-c2ccccc2)cc1,training,1.0
C(\c1ccccc1)=C/1\c2[n+](n(C)c(-c3ccccc3)c2)-c2c\1cccc2,training,1.0
O=[N+]([O-])c1ccc(/C=C/2\c3[n+](n(C)c(-c4ccccc4)c3)-c3c\2cccc3)cc1,training,1.0
O(C)c1cc2c(C=C3C=CC(=[N+](C)C)C=C3)c3n(N(C)C(c4ccccc4)=C3)c2cc1,training,1.0
[N+](C)(C)=C1C=CC(=Cc2c3c(n4N(C)C(c5ccccc5)=Cc24)cccc3)C=C1,training,1.0
ClCC1c2c3c(C)c[nH]c3c(OC(=O)C)cc2N(C(=O)/C=C/c2n(C)cc(N=C(O)CCC)c2)C1,training,1.0
Fc1ccc(C[N+](CCCCCCCCCCCCCCCC)(C)C)cc1,training,1.0
O=C1N(CCN(C)C)C(=O)c2c3N1c1c(C(=O)c3c(NCCNCCO)cc2)cc(O)cc1,training,1.0
OC(=NCCN(CCN=C(O)c1c(O)c(O)ccc1)CCN=C(O)c1c(O)c(O)ccc1)c1c(O)c(O)ccc1,training,1.0
O(C)c1c2nc3c(C(O)=NCCN(C)C)cccc3c(N)c2ccc1,training,1.0
O=C(N1C=2[C@@]3([C@H](C1)C3)c1c(C)c[nH]c1C(=O)C=2)c1n(COC)cc(N=C(O)CCC)c1,training,1.0
O=C(/C=C/c1n(C)cc(N=C(O)CCC)c1)N1C=2[C@@]3([C@H](C1)C3)c1c(C)c[nH]c1C(=O)C=2,training,1.0
P(Cc1cc(C)ccc1)(Cc1cc(C)ccc1)CC1(CP2C3C(C4C2CCCC4)CCCC3)COC1,training,1.0
Clc1cc2Nc3c(C(=NCCN=C(O)CN4C(=O)N(C)C(=O)c5[n+]([O-])c6C(=O)N(C)C(=O)N(C)c6nc45)c2cc1)cc(OC)cc3,training,1.0
O[C@@H]1[C@]2(C)[C@@H]([C@@H](CCC3=NCCN3)C)CC[C@H]2[C@H]2[C@@H]([C@]3(C)[C@@H](C[C@H](O)CC3)CC2)C1,training,1.0
O=C(OCOC(=O)C)CN(CC(=O)OCOC(=O)C)Cc1c(OC(=O)C)cc2Oc3c(C4(OC(=O)c5c4cccc5)c2c1)cc(CN(CC(=O)OCOC(=O)C)CC(=O)OCOC(=O)C)c(OC(=O)C)c3,training,1.0
N(CCCNc1nncc2c(C)c3[nH]c4c(c3cc12)cccc4)(CC)CC,training,1.0
N#CC(C#N)=C1C(C#N)=C2NC(N)=C(C#N)C=3Oc4c(C(C)(N1)C2=3)cccc4,training,1.0
Clc1ccc(/C=C\2/C(O)=NC(N/N=C\C(O)C(O)C(O)C(O)CO)=N/2)cc1,training,1.0
S(CCC(N=C(OC(C)(C)C)O)C(O)=NCCNc1c2C(=O)c3c(C(=O)c2c(NCCN=C(O)C(N=C(OC(C)(C)C)O)CCSC)cc1)cccc3)C,training,1.0
O=C(O[C@@H]1[C@H](C)/C=C(\C)/[C@@H](OC(O)=N)[C@H](OC)/C=C\C=C(/C)\C(O)=NC=2C(=O)C(=C(NCC=C)C(=O)C=2)C[C@@H](C)C[C@H]1OC)CN,training,1.0
Brc1ccc(-c2c3[N+]4(C)C(C(N5CCCC5)c3sc2)=CC=C4)cc1,training,1.0
CN1C=C2C(C)=C3Oc4c([O+]=C3C(C)=C2C=C1)cccc4,training,1.0
O(C[C@@H]1N(O)C(=O)[C@@H]2N(C(=O)[C@@H](N=C(O)[C@](O)(C)[C@@]3(O)O[C@@H](C)[C@H](CC(C)C)CC3)[C@H](C(C)C)OC(=O)[C@@H](C)N(O)C(=O)[C@H]3N(C(=O)CN=C1O)N=CCC3)NCCC2)C,training,1.0
[N+]=C1c2c(N(CCCCCCCCCCN=C3c4c(NC(C)=C3)cccc4)C(C)=C1)cccc2,training,1.0
[N+](C)(C)=C1c2c(N(CCCCCCCCCCN3C(C)=CC(=[N+](C)C)c4c3cccc4)C(C)=C1)cccc2,training,1.0
[N+](Cc1ccccc1)=C1c2c(N(CCCCCCCCCCN3C(C)=CC(=[N+]Cc4ccccc4)c4c3cccc4)C(C)=C1)cccc2,training,1.0
O(CCO[P+]1(OCCOCCO)n2[cH0]3=C(c4ccccc4)C4=NC(=C(c5ccccc5)c5n1c(C(c1ccccc1)=C1N=C(C(c6ccccc6)=[cH0]2cc3)C=C1)cc5)C=C4)CCO,training,1.0
O(CCO)[P+]1(OCCO)n2[cH0]3=C(c4ccccc4)C4=NC(=C(c5ccccc5)c5n1c(C(c1ccccc1)=C1N=C(C(c6ccccc6)=[cH0]2cc3)C=C1)cc5)C=C4,training,1.0
OC(=N[C@@H](Cc1ccccc1)B(O)O)[C@@H](N=C(O)N1CCOCC1)Cc1c2c(ccc1)cccc2,training,1.0
S(=O)(=O)(N[C@H](C(O)=N[C@@H](CC(C)C)B(O)O)Cc1c2c(ccc1)cccc2)c1c2ncccc2ccc1,training,1.0
OC(=N[C@@H](CC(C)C)B(O)O)[C@@H](N=C(O)N1CCOCC1)Cc1c2c(ccc1)cccc2,training,1.0
OC(=NCCN(C)C)c1c2nc3c(c(C(O)=NCCN(C)C)ccc3)nc2ccc1,training,1.0
[P+](C#Cc1ccccc1)(CC)(c1ccccc1)c1ccccc1,training,1.0
O=C(NC(C(O)=NCCCCCCCCCC)CCC(O)=NCCCCCCCCCC)c1ccc(N(CC2=NC3=C(N)NC(=N)N=C3N=C2)C)cc1,training,1.0
BrC1(c2ccccc2)c2c(-c3[n+](c(-c4ccccc4)cc(-c4ccccc4)c3)C1)cccc2,training,1.0
O=C(O)[C@@](O)(C[C@H]1OC2(C(O)CC1)OC([C@@H](/C=C/C1OC3(OC4[C@H](O)C(=C)C(C(O)C[C@H](C)C5C(C)CC[C@]6(O5)OCCCC6)O[C@@H]4CC3)CC1)C)CC(C)=C2)C,training,1.0
ClCCN(C)c1ccc(-c2[nH]c3c(n2)cc(-c2[nH]c4c(n2)ccc(N2CCN(C)CC2)c4)cc3)cc1,training,1.0
ClCCN(CC)c1cc(NC(=O)c2ccc(C(=O)Nc3cc(CN(C)C)ccc3)cc2)ccc1,training,1.0
ClCCN(NN)c1cc(NC(=O)c2ccc(C(=O)Nc3cc(N(CCCl)CC)cc(CN(C)C)c3)cc2)ccc1,training,1.0
ClCCN(CC)c1cc(N=C(O)c2nn(C)c(C(=O)Nc3cc(N(CCCl)CC)cc(CN(C)C)c3)c2)cc(CN(C)C)c1,training,1.0
ClCCN(CC)c1cc(N=C(O)C23CCC(C(O)=Nc4cc(N(CCCl)CC)cc(CN(C)C)c4)(CC2)CC3)cc(CN(C)C)c1,training,1.0
O=[N+]([O-])c1c2C(=NCCCNCCN(C)C)c3c(Nc2ccc1)cccc3,training,1.0
O=C1C2=C[C-]([n+]3c(-c4ccccc4)cc(-c4ccccc4)cc3-c3ccccc3)C=C1CO[C@H]([C@H](c1ccccc1)OCc1[n+]c(ccc1)CO[C@H]([C@H](c1ccccc1)OC2)c1ccccc1)c1ccccc1,training,1.0
OC(=NCCCNCCCCNCCCN=C(O)c1c2c(nc(-c3ccccc3)c1)cccc2)c1c2c(nc(-c3ccccc3)c1)cccc2,training,1.0
O=[N+]([O-])c1c2C(=NCCNCCO)c3c(Nc2ccc1)cccc3,training,1.0
O=[N+]([O-])c1c2C(=NCCCNCCCCCC)c3c(Nc2ccc1)cccc3,training,1.0
O=[N+]([O-])c1c2C(=NCCCNC(C)C)c3c(Nc2ccc1)cccc3,training,1.0
O=C1c2c(NCC(O)CNCCC)ccc(NCC(O)CNCCC)c2C(=O)c2c1cccc2,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](NC(=O)c1ccc(N(C)C)cc1)c1ccccc1,training,1.0
Fc1ccc(C(=O)O[C@@H]2[C@@]3(O)C(C)(C)C([C@@H](OC(=O)C)C(=O)[C@]4(C)[C@@H](O)C[C@@H]5[C@](OC(=O)C)([C@@H]24)CO5)=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](N=C(O)c2ccccc2)c2ccccc2)C3)cc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3occc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1ccccc1)c1ccccc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3cocc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1ccccc1)c1ccccc1,training,1.0
ClC[N+](CCCCCCCCCCCCCCCC)(C)C,training,1.0
[P+](Cc1ccc(OCc2ccccc2)cc1)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
[P+](Cc1c(OC)ccc(OC)c1)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
O=[N+]([O-])c1cc(C(=O)O[C@@H]2[C@@]3(O)C(C)(C)C([C@@H](OC(=O)C)C(=O)[C@]4(C)[C@@H](O)C[C@@H]5[C@](OC(=O)C)([C@@H]24)CO5)=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](N=C(O)c2ccccc2)c2ccccc2)C3)ccc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1cc(N=[N+]=[N-])ccc1)c1ccccc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1ccccc1)c1c(C)cccc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)C3CCCCC3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(OC(C)(C)C)O)c1ccccc1,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1ccccc1)c1cc(N(C)C)ccc1,training,1.0
Clc1cc2NC(=N)n3c4c(nc3Sc2cc1)cccc4,training,1.0
O=[N+]([O-])c1c2C(=NCCC[N+]([O-])(C(C)C)C(C)C)c3c(Nc2ccc1)cccc3,training,1.0
[P+](CCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1)(c1ccccc1)(c1ccccc1)c1ccccc1,training,1.0
O=C(OC)C1C(O)(CC)CC(OC2OC(C)C(OC3OC(C)C(OC4C(N)=CC(=O)C(C)O4)C(O)C3)C(N(C)C)C2)c2c(O)c3C(=O)c4c(O)cccc4C(=O)c3cc12,training,1.0
[Si](OCC1C(O[Si](C(C)(C)C)(C)C)C(O[Si](C(C)(C)C)(C)C)C(n2c3NC(=N)N=C(O)c3nc2)O1)(C(C)(C)C)(C)C,training,1.0
O=C(O[C@@H]1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)c1cocc1)c1ccccc1,training,1.0
O=[N+]([O-])c1ccc(NC2[C@@H]3N([C@H](c4cc(OC)c(O)c(OC)c4)c4[nH]c5c(c24)cccc5)C(=O)OC3)cc1,training,1.0
O=[N+]([O-])c1c2C(=NCCC[N+]3([O-])CCCCC3)c3c(Nc2ccc1)cccc3,training,1.0
O=C(OC1C(C)=C2[C@@H](OC(=O)C)C(=O)[C@]3(C)[C@@H](O)C[C@@H]4[C@](OC(=O)C)([C@H]3[C@H](OC(=O)c3ccccc3)[C@@](O)(C2(C)C)C1)CO4)[C@H](O)[C@@H](N=C(O)C(O)(C(O)C)C)c1ccccc1,training,1.0
P=12(c3c(N=C4C=1C=CC=C4)cccc3)c1c(Nc3c2cccc3)cccc1,training,1.0
[P+]12(c3c(Nc4c1cccc4)cccc3)c1c(Nc3c2cccc3)cccc1,training,1.0
O(C)c1c(O)c(OC)cc([C@H]2[C@H]3C(=O)OC[C@@H]3[C@H](NCCNCCO)c3c2cc2OCOc2c3)c1,training,1.0
